Rank,Player,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
28,Allen Robinson II (NYG),16,73,883,12.1,673,9.2,0,0,210,2.9,76,1,3,151,24.20%,162,10,11,38,11,3,1,0,42
29,Adam Thielen (CAR),16,69,967,14,668,9.7,0,0,299,4.3,92,1.3,5,92,15.70%,140,1,5,39,16,5,2,1,71
30,DeSean Jackson (FA),15,56,"1,005",17.9,724,12.9,0,0,281,5,69,1.2,1,100,16.90%,119,6,4,33,19,10,5,4,80
31,Jamison Crowder (WAS),16,67,847,12.6,470,7,0,0,377,5.6,129,1.9,1,99,16.70%,136,6,4,31,11,6,3,2,55
32,Pierre Garcon (FA),16,79,"1,041",13.2,699,8.8,0,0,342,4.3,135,1.7,3,114,19.20%,160,1,5,42,15,3,3,1,70
33,Brandon LaFell (FA),16,64,862,13.5,518,8.1,0,0,344,5.4,98,1.5,1,107,19.70%,129,6,6,34,11,4,4,1,86
34,A.J. Green (FA),10,66,964,14.6,706,10.7,0,0,258,3.9,77,1.2,1,100,18.50%,136,5,3,37,15,7,6,2,54
35,Willie Snead IV (MIA),15,72,895,12.4,508,7.1,0,0,387,5.4,125,1.7,5,104,15.70%,142,4,5,37,12,3,2,0,49
36,DeAndre Hopkins (TEN),16,78,954,12.2,675,8.7,0,0,279,3.6,99,1.3,4,151,26.20%,168,6,3,41,10,3,2,1,51
37,Sterling Shepard (TB),16,65,683,10.5,426,6.6,0,0,257,4,123,1.9,4,105,17.60%,132,4,6,35,6,3,0,0,32
38,Marvin Jones Jr. (FA),15,55,930,16.9,693,12.6,0,0,237,4.3,147,2.7,1,103,17.80%,111,8,6,34,16,9,4,2,73
39,Cole Beasley (FA),16,75,833,11.1,406,5.4,0,0,427,5.7,54,0.7,4,98,20.50%,149,4,6,37,6,2,1,0,47
40,Steve Smith (FA),14,70,799,11.4,518,7.4,0,0,281,4,167,2.4,6,101,15.20%,142,4,6,27,12,5,2,1,52
41,Cameron Meredith (FA),14,66,888,13.5,579,8.8,0,0,309,4.7,150,2.3,3,97,17.60%,138,7,2,39,13,7,1,1,50
42,Quincy Enunwa (FA),16,58,857,14.8,505,8.7,0,0,352,6.1,128,2.2,6,105,19.20%,123,7,7,34,14,6,4,3,69
43,Marqise Lee (FA),16,63,851,13.5,513,8.1,0,0,338,5.4,122,1.9,4,105,16.90%,131,4,2,39,13,4,1,1,51
44,Stefon Diggs (HOU),13,84,903,10.8,584,7,0,0,319,3.8,101,1.2,6,112,19.10%,161,2,5,33,10,5,3,0,46
45,Anquan Boldin (FA),16,67,584,8.7,353,5.3,0,0,231,3.4,103,1.5,2,95,16.40%,132,2,15,21,5,1,0,0,35
46,J.J. Nelson (FA),15,34,568,16.7,394,11.6,0,0,174,5.1,93,2.7,0,74,11.60%,73,5,4,22,9,5,4,1,80
47,Taylor Gabriel (FA),13,35,579,16.5,295,8.4,0,0,284,8.1,38,1.1,3,50,9.40%,68,0,3,19,8,5,3,2,76
48,Ted Ginn Jr. (FA),16,54,752,13.9,570,10.6,0,0,182,3.4,18,0.3,1,95,17.20%,113,5,0,27,9,7,4,3,88
49,Dontrelle Inman (FA),16,58,810,14,596,10.3,0,0,214,3.7,74,1.3,4,97,17.20%,117,2,2,35,10,4,2,2,57
50,Jordan Matthews (CAR),14,73,804,11,561,7.7,0,0,243,3.3,86,1.2,1,117,19.40%,154,8,6,33,13,3,1,1,54
51,DeVante Parker (FA),15,56,744,13.3,508,9.1,0,0,236,4.2,105,1.9,2,87,18.60%,109,2,4,29,9,4,4,3,56
52,Brandon Marshall (FA),15,59,788,13.4,612,10.4,0,0,176,3,73,1.2,0,128,23.40%,126,6,9,38,10,4,1,0,41
53,Alshon Jeffery (FA),12,52,821,15.8,622,12,0,0,199,3.8,75,1.4,3,94,17.10%,115,5,4,38,12,5,2,1,54
54,Chris Hogan (FA),15,38,680,17.9,439,11.6,0,0,241,6.3,53,1.4,1,58,10.60%,80,4,5,24,11,6,4,3,79
55,Mohamed Sanu Sr. (FA),15,59,653,11.1,366,6.2,0,0,287,4.9,81,1.4,1,81,15.30%,123,4,5,28,6,1,1,1,59
56,Tavon Austin (FA),15,58,509,8.8,237,4.1,0,0,272,4.7,101,1.7,3,106,20.00%,117,8,5,19,6,2,1,0,43
57,Randall Cobb (FA),13,60,610,10.2,246,4.1,0,0,364,6.1,138,2.3,8,84,13.70%,117,2,6,25,7,3,1,0,47
58,Travis Benjamin (FA),14,47,677,14.4,431,9.2,0,0,246,5.2,48,1,2,75,13.30%,96,5,3,23,10,6,6,2,54
59,Tyler Lockett (SEA),15,41,597,14.6,381,9.3,0,0,216,5.3,35,0.9,0,66,12.00%,83,2,1,19,9,6,3,2,57
60,Jeremy Kerley (FA),16,64,667,10.4,460,7.2,0,0,207,3.2,30,0.5,1,115,23.60%,134,3,4,25,8,1,0,0,33
61,Terrance Williams (FA),16,44,594,13.5,429,9.8,0,0,165,3.8,44,1,2,61,12.70%,87,2,3,31,6,4,2,0,47
62,Michael Floyd (FA),15,37,488,13.2,419,11.3,0,0,69,1.9,17,0.5,2,76,11.90%,81,5,7,24,4,2,0,0,39
63,Adam Humphries (FA),15,55,622,11.3,240,4.4,0,0,382,6.9,119,2.2,3,83,14.50%,100,4,6,24,7,3,2,0,42
64,Eli Rogers (FA),13,48,594,12.4,390,8.1,0,0,204,4.3,22,0.5,0,66,11.20%,98,2,3,22,11,4,0,0,39
65,William Fuller V (FA),14,47,635,13.5,397,8.4,0,0,238,5.1,78,1.7,2,92,15.90%,99,5,4,26,11,3,1,1,53
66,Brian Quick (FA),16,41,564,13.8,387,9.4,0,0,177,4.3,97,2.4,3,77,14.50%,87,3,4,20,7,4,3,1,65
67,Seth Roberts (FA),16,38,397,10.4,202,5.3,0,0,195,5.1,115,3,4,77,13.10%,88,13,8,18,5,1,1,0,41
68,Robbie Chosen (SF),16,42,587,14,456,10.9,0,0,131,3.1,28,0.7,0,78,14.30%,91,4,2,17,10,4,4,1,52
69,Donte Moncrief (FA),9,30,307,10.2,229,7.6,0,0,78,2.6,34,1.1,1,56,9.80%,60,2,5,12,3,2,0,0,39
70,Tyler Boyd (TEN),16,54,603,11.2,402,7.4,0,0,201,3.7,66,1.2,1,81,14.90%,109,4,6,23,9,1,0,0,30
71,Breshad Perriman (FA),16,33,499,15.1,327,9.9,0,0,172,5.2,19,0.6,0,66,9.90%,71,6,1,19,8,5,3,1,53
72,Robert Woods (HOU),13,51,613,12,489,9.6,0,0,124,2.4,49,1,0,76,16.60%,103,2,5,26,10,1,0,0,34
73,Phillip Dorsett II (DEN),15,33,528,16,378,11.5,0,0,150,4.5,19,0.6,0,59,10.30%,68,5,3,16,8,6,4,4,64
74,Allen Hurns (FA),11,35,477,13.6,266,7.6,0,0,211,6,72,2.1,2,76,12.20%,81,8,5,18,9,4,1,0,42
75,Jeremy Maclin (FA),12,44,536,12.2,395,9,0,0,141,3.2,50,1.1,2,76,14.20%,90,3,4,26,6,2,1,0,44
76,John Brown (FA),15,39,517,13.3,418,10.7,0,0,99,2.5,25,0.6,0,73,11.50%,80,2,3,26,5,1,0,0,30
77,Tajae Sharpe (FA),16,41,522,12.7,432,10.5,0,0,90,2.2,20,0.5,1,83,16.90%,87,3,1,25,7,2,0,0,34
78,Malcolm Mitchell (FA),14,32,401,12.5,234,7.3,0,0,167,5.2,55,1.7,4,48,8.80%,65,4,7,17,6,2,1,1,56
79,Devin Funchess (FA),15,23,371,16.1,268,11.7,0,0,103,4.5,63,2.7,3,58,10.50%,53,6,7,15,8,2,1,0,48
80,Victor Cruz (FA),15,39,586,15,397,10.2,0,0,189,4.8,102,2.6,1,72,12.10%,86,7,3,21,10,6,3,0,48
81,Kendall Wright (FA),11,29,416,14.3,292,10.1,0,0,124,4.3,15,0.5,1,43,8.80%,61,2,1,17,6,3,2,0,48
82,Marquise Goodwin (FA),15,29,431,14.9,333,11.5,0,0,98,3.4,36,1.2,0,68,14.80%,59,2,2,15,3,2,2,2,84
83,Corey Coleman (FA),10,33,413,12.5,316,9.6,0,0,97,2.9,54,1.6,5,73,13.10%,66,3,1,18,4,3,2,1,58
84,Jermaine Kearse (FA),16,41,510,12.4,372,9.1,0,0,138,3.4,42,1,2,89,16.20%,84,2,4,22,7,3,0,0,36
85,Sammie Coates (FA),14,21,435,20.7,326,15.5,0,0,109,5.2,26,1.2,1,49,8.30%,42,5,3,12,7,6,6,2,72
86,Sammy Watkins (FA),8,28,430,15.4,378,13.5,0,0,52,1.9,9,0.3,0,52,11.30%,58,2,3,17,4,3,2,2,62
87,Chris Conley (SF),16,44,530,12,363,8.3,0,0,167,3.8,48,1.1,1,69,12.90%,90,3,3,23,4,3,0,0,39
88,Nelson Agholor (BAL),15,36,365,10.1,267,7.4,0,0,98,2.7,54,1.5,2,69,11.40%,82,7,3,12,3,2,1,0,40
89,Dorial Green-Beckham (FA),15,36,392,10.9,247,6.9,0,0,145,4,68,1.9,2,74,12.30%,79,6,5,18,5,0,0,0,26
90,Albert Wilson (FA),16,31,279,9,111,3.6,0,0,168,5.4,64,2.1,2,51,9.50%,64,2,2,10,4,1,1,0,42
91,Andrew Hawkins (FA),16,33,324,9.8,196,5.9,0,0,128,3.9,38,1.2,3,54,9.70%,67,3,6,14,5,1,0,0,33
92,Eddie Royal (FA),9,33,369,11.2,182,5.5,0,0,187,5.7,35,1.1,2,43,7.80%,63,0,4,14,3,2,1,1,64
93,Russell Shepard (FA),14,23,341,14.8,265,11.5,0,0,76,3.3,27,1.2,2,40,7.00%,47,2,3,17,5,0,0,0,24
94,Danny Amendola (FA),12,23,243,10.6,170,7.4,0,0,73,3.2,9,0.4,0,29,5.30%,44,0,7,12,1,1,0,0,32
95,Brandon Coleman (FA),16,26,281,10.8,207,8,0,0,74,2.8,18,0.7,0,38,5.70%,57,4,6,10,2,1,0,0,38
96,Torrey Smith (FA),12,20,267,13.4,206,10.3,0,0,61,3.1,2,0.1,0,49,10.10%,48,7,3,12,4,1,1,1,53
97,Aldrick Robinson (FA),16,20,323,16.2,247,12.4,0,0,76,3.8,11,0.6,1,32,6.00%,41,1,1,13,6,2,1,1,59
98,Justin Hardy (FA),16,21,203,9.7,155,7.4,0,0,48,2.3,22,1,1,31,5.80%,43,1,5,9,2,0,0,0,27
99,Justin Hunter (FA),13,10,189,18.9,159,15.9,0,0,30,3,2,0.2,0,24,5.20%,22,0,5,7,3,2,1,1,64
100,Quinton Patton (FA),14,37,408,11,208,5.6,0,0,200,5.4,28,0.8,1,63,12.90%,71,3,3,19,4,3,1,0,45
101,Brice Butler (FA),16,16,219,13.7,200,12.5,0,0,19,1.2,4,0.3,0,32,6.70%,34,1,5,9,4,1,1,0,41
102,Kamar Aiken (FA),16,29,328,11.3,222,7.7,0,0,106,3.7,28,1,1,50,7.50%,61,1,3,17,3,0,0,0,29
103,Josh Bellamy (FA),16,19,282,14.8,233,12.3,0,0,49,2.6,20,1.1,1,38,6.90%,44,5,1,13,6,1,0,0,31
104,Cobi Hamilton (FA),11,17,234,13.8,212,12.5,0,0,22,1.3,7,0.4,0,28,4.70%,34,1,2,11,4,1,0,0,39
105,Darrius Heyward-Bey (FA),10,6,114,19,96,16,0,0,18,3,0,0,0,19,3.20%,14,3,0,3,2,2,1,0,46
106,Paul Richardson Jr. (FA),15,21,288,13.7,193,9.2,0,0,95,4.5,7,0.3,0,36,6.60%,42,0,1,15,3,1,0,0,39
107,Deonte Thompson (FA),16,22,249,11.3,206,9.4,0,0,43,2,27,1.2,2,36,6.50%,46,2,4,12,2,0,0,0,24
108,Bryan Walters (FA),10,24,231,9.6,133,5.5,0,0,98,4.1,27,1.1,1,34,5.50%,50,1,2,11,1,0,0,0,23
109,Corey Brown (FA),16,27,276,10.2,164,6.1,0,0,112,4.1,6,0.2,0,53,9.60%,53,2,4,14,1,0,0,0,27
110,Geronimo Allison (FA),10,12,202,16.8,152,12.7,0,0,50,4.2,3,0.3,0,22,3.60%,22,0,2,9,3,3,0,0,39
111,Eric Decker (FA),3,9,194,21.6,164,18.2,0,0,30,3.3,13,1.4,0,21,3.80%,20,0,2,8,5,2,0,0,35
112,Rod Streater (FA),16,18,191,10.6,124,6.9,0,0,67,3.7,28,1.6,1,27,5.50%,38,3,1,10,1,0,0,0,25
113,Jordan Taylor (FA),16,16,209,13.1,127,7.9,0,0,82,5.1,12,0.8,1,25,4.50%,34,0,3,9,4,1,0,0,35
114,Andre Holmes (FA),16,14,126,9,100,7.1,0,0,26,1.9,10,0.7,2,25,4.20%,29,0,2,5,2,0,0,0,23
115,Tanner McEvoy (FA),14,9,140,15.6,110,12.2,0,0,30,3.3,8,0.9,0,11,2.00%,19,1,0,6,2,1,1,0,42
116,Chester Rogers (FA),14,19,273,14.4,222,11.7,0,0,51,2.7,25,1.3,1,34,5.90%,39,2,1,11,6,1,0,0,36
117,Bennie Fowler III (FA),13,11,145,13.2,81,7.4,0,0,64,5.8,2,0.2,0,24,4.30%,25,2,3,3,1,1,1,1,76
118,Jeff Janis (FA),16,11,93,8.5,63,5.7,0,0,30,2.7,8,0.7,0,19,3.10%,24,2,1,2,1,0,0,0,25
119,Jaron Brown (FA),7,11,187,17,129,11.7,0,0,58,5.3,19,1.7,1,22,3.50%,23,0,0,8,3,1,1,1,51
120,Jalin Marshall (FA),10,14,162,11.6,116,8.3,0,0,46,3.3,21,1.5,0,23,4.20%,29,0,2,8,3,0,0,0,27
121,Charles Johnson (FA),16,20,232,11.6,162,8.1,0,0,70,3.5,27,1.4,1,37,6.30%,40,2,1,9,3,2,1,0,40
122,Jordan Norwood (FA),14,21,232,11,163,7.8,0,0,69,3.3,28,1.3,4,35,6.30%,43,0,2,7,3,1,0,0,36
123,Andre Roberts (FA),16,14,188,13.4,125,8.9,0,0,63,4.5,22,1.6,0,25,4.30%,30,2,2,8,3,1,1,0,44
124,Marquess Wilson (FA),3,9,160,17.8,110,12.2,0,0,50,5.6,23,2.6,0,16,2.90%,19,1,1,7,3,1,0,0,35
125,Roger Lewis (FA),13,7,97,13.9,93,13.3,0,0,4,0.6,2,0.3,0,19,3.20%,18,2,0,3,2,1,0,0,30
126,Harry Douglas (FA),11,15,210,14,160,10.7,0,0,50,3.3,7,0.5,2,22,4.50%,28,0,2,9,5,1,0,0,35
127,Andre Johnson (FA),8,9,85,9.4,70,7.8,0,0,15,1.7,2,0.2,0,23,4.70%,20,2,2,2,1,0,0,0,20
128,Ricardo Louis (FA),16,18,205,11.4,123,6.8,0,0,82,4.6,30,1.7,1,35,6.30%,40,3,0,7,3,1,1,0,42
129,Freddie Martino (FA),13,8,142,17.8,112,14,0,0,30,3.8,1,0.1,0,11,1.90%,14,0,0,5,2,1,1,0,43
130,Cody Core (FA),8,17,200,11.8,82,4.8,0,0,118,6.9,27,1.6,0,27,5.00%,35,1,0,6,3,2,1,1,50
131,Kevin White (FA),4,19,187,9.8,133,7,0,0,54,2.8,21,1.1,1,36,6.50%,37,2,3,7,1,1,0,0,32
132,Josh Huff (FA),10,16,113,7.1,-1,-0.1,0,0,114,7.1,47,2.9,4,23,3.80%,30,1,1,7,0,0,0,0,17
133,Charone Peake (FA),15,19,186,9.8,115,6.1,0,0,71,3.7,41,2.2,2,35,6.40%,42,3,1,8,1,0,0,0,27
134,Arrelious Benn (FA),15,5,116,23.2,63,12.6,0,0,53,10.6,13,2.6,1,10,1.60%,12,2,1,3,2,2,1,1,51
135,Vincent Jackson (FA),5,15,173,11.5,157,10.5,0,0,16,1.1,10,0.7,0,32,5.60%,34,3,1,10,0,0,0,0,18
136,Brandon Tate (FA),15,8,117,14.6,65,8.1,0,0,52,6.5,9,1.1,0,11,2.40%,17,2,0,5,2,1,0,0,34
137,Braxton Miller (FA),10,15,99,6.6,47,3.1,0,0,52,3.5,17,1.1,0,28,4.90%,30,3,2,6,0,0,0,0,12
138,Cecil Shorts (FA),9,11,152,13.8,107,9.7,0,0,45,4.1,7,0.6,0,27,4.70%,25,2,0,9,2,0,0,0,22
139,Greg Salas (FA),2,4,89,22.3,56,14,0,0,33,8.3,2,0.5,0,6,1.30%,8,0,1,2,1,1,1,1,71
140,Walter Powell (FA),9,14,142,10.1,97,6.9,0,0,45,3.2,15,1.1,0,25,5.40%,31,3,2,7,1,1,0,0,35
141,Chris Harper (FA),9,13,133,10.2,69,5.3,0,0,64,4.9,3,0.2,0,21,4.30%,27,1,0,6,0,0,0,0,19
142,Markus Wheaton (FA),3,4,51,12.8,43,10.8,0,0,8,2,1,0.3,0,9,1.50%,10,1,1,2,1,1,0,0,30
143,Jaelen Strong (FA),8,14,131,9.4,99,7.1,0,0,32,2.3,5,0.4,0,24,4.20%,29,1,1,3,1,1,0,0,36
144,Jarius Wright (FA),8,11,67,6.1,25,2.3,0,0,42,3.8,12,1.1,0,14,2.40%,22,0,1,2,0,0,0,0,11
145,Paul Turner (FA),4,9,126,14,74,8.2,0,0,52,5.8,4,0.4,0,14,2.30%,19,1,0,6,1,1,1,0,41
146,Brittan Golden (FA),12,8,82,10.3,70,8.8,0,0,12,1.5,6,0.8,0,14,2.20%,16,1,2,4,1,0,0,0,22
147,Lucky Whitehead (FA),15,3,48,16,14,4.7,0,0,34,11.3,5,1.7,0,3,0.60%,6,0,1,1,1,1,0,0,35
148,Demarcus Ayers (FA),2,6,53,8.8,25,4.2,0,0,28,4.7,17,2.8,1,13,2.20%,13,1,2,2,0,0,0,0,15
149,James Wright (FA),16,13,106,8.2,71,5.5,0,0,35,2.7,16,1.2,0,19,3.50%,26,0,0,5,0,0,0,0,15
150,Jeremy Ross (FA),6,4,37,9.3,30,7.5,0,0,7,1.8,1,0.3,0,4,0.70%,8,0,1,2,0,0,0,0,15
151,T.J. Jones (FA),3,5,93,18.6,63,12.6,0,0,30,6,14,2.8,0,14,2.40%,12,2,2,2,2,2,0,0,36
152,Leonte Carroo (FA),14,3,29,9.7,16,5.3,0,0,13,4.3,7,2.3,0,6,1.30%,6,0,1,2,0,0,0,0,15
153,Bryce Treggs (FA),9,3,80,26.7,64,21.3,0,0,16,5.3,3,1,0,12,2.00%,5,0,0,3,1,1,1,1,58
154,Tommylee Lewis (FA),12,7,76,10.9,56,8,0,0,20,2.9,4,0.6,0,11,1.70%,15,1,0,3,1,0,0,0,26
155,Pharoh Cooper (FA),10,14,106,7.6,34,2.4,0,0,72,5.1,35,2.5,2,20,3.80%,24,1,0,4,1,0,0,0,23
156,Rashard Higgins (FA),16,6,77,12.8,46,7.7,0,0,31,5.2,7,1.2,0,12,2.20%,13,1,1,5,0,0,0,0,19
157,Cody Latimer (FA),12,8,76,9.5,52,6.5,0,0,24,3,7,0.9,0,15,2.70%,15,0,0,4,0,0,0,0,16
158,Ryan Grant (FA),16,9,76,8.4,51,5.7,0,0,25,2.8,11,1.2,0,19,3.20%,20,1,0,3,0,0,0,0,17
159,Wendall Williams (FA),3,4,75,18.8,66,16.5,0,0,9,2.3,5,1.3,1,7,1.20%,8,0,0,3,2,1,0,0,32
160,Alex Erickson (FA),16,6,71,11.8,40,6.7,0,0,31,5.2,4,0.7,1,8,1.50%,12,0,0,3,1,0,0,0,20
161,Keith Mumphery (FA),11,10,69,6.9,49,4.9,0,0,20,2,8,0.8,0,12,2.10%,20,0,1,3,0,0,0,0,11
162,Aaron Burbridge (FA),16,7,88,12.6,45,6.4,0,0,43,6.1,5,0.7,0,16,3.30%,14,0,0,5,1,0,0,0,24
163,Josh Doctson (FA),2,2,66,33,51,25.5,0,0,15,7.5,3,1.5,0,6,1.00%,4,0,1,1,1,1,1,1,57
164,Maurice Harris (FA),10,8,66,8.3,56,7,0,0,10,1.3,0,0,0,12,2.00%,15,0,0,3,0,0,0,0,15
165,Chris Moore (ARI),15,7,46,6.6,32,4.6,0,0,14,2,7,1,0,16,2.40%,18,4,0,1,0,0,0,0,13
166,Trevor Davis (FA),11,3,24,8,16,5.3,0,0,8,2.7,4,1.3,0,7,1.10%,8,2,0,0,0,0,0,0,9
167,De'Anthony Thomas (FA),12,7,35,5,11,1.6,0,0,24,3.4,6,0.9,0,9,1.70%,13,1,0,1,0,0,0,0,15
168,Keenan Allen (CHI),1,6,63,10.5,45,7.5,0,0,18,3,11,1.8,0,7,1.20%,12,0,0,3,0,0,0,0,15
169,Tavarres King (FA),7,2,50,25,44,22,0,0,6,3,1,0.5,0,4,0.70%,4,0,0,1,1,1,1,0,44
170,Quan Bray (FA),6,3,36,12,23,7.7,0,0,13,4.3,3,1,0,4,0.70%,7,0,0,1,1,0,0,0,22
171,Bradley Marquez (FA),14,3,37,12.3,15,5,0,0,22,7.3,8,2.7,0,7,1.30%,8,1,0,3,0,0,0,0,13
172,Griff Whalen (FA),8,2,22,11,3,1.5,0,0,19,9.5,4,2,0,4,0.70%,4,0,0,2,0,0,0,0,12
173,Devin Street (FA),5,1,20,20,18,18,0,0,2,2,0,0,0,6,1.00%,3,1,0,1,1,0,0,0,20
174,Percy Harvin (FA),2,2,6,3,3,1.5,0,0,3,1.5,0,0,0,4,0.90%,4,0,0,0,0,0,0,0,5
175,Mike Thomas (FA),15,3,37,12.3,24,8,0,0,13,4.3,10,3.3,1,9,1.70%,7,1,0,2,0,0,0,0,16
176,Brenton Bersin (FA),10,2,17,8.5,15,7.5,0,0,2,1,1,0.5,0,6,1.10%,4,0,2,1,0,0,0,0,10
177,Rashad Greene (FA),8,5,32,6.4,15,3,0,0,17,3.4,9,1.8,1,8,1.30%,9,0,0,0,0,0,0,0,9
178,Isaiah Burse (FA),9,0,0,0,0,0,0,0,0,0,0,0,0,4,0.70%,0,0,1,0,0,0,0,0,0
