,Rnd,Player,Age,Rookie Year,avg_depth_of_target,avoided_tackles,caught_percent,grades_offense,longest,receptions,routes,targeted_qb_rating,targets,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,ypt,Rookie year,"1,000 Yard Seasons"
144,2.0,Dorial Green-Beckham,22.0,2015,14.1,4.0,50.8,71.1,47.0,32.0,406.0,82.0,63.0,549.0,147.0,4.6,17.2,1.35,8.714285714285714,2015,0
145,3.0,Tyler Lockett,22.0,2015,13.6,8.0,76.1,76.1,49.0,51.0,424.0,130.4,67.0,664.0,259.0,5.1,13.0,1.57,9.91044776119403,2015,4
146,3.0,Jaelen Strong,21.0,2015,10.9,1.0,63.6,64.6,42.0,14.0,163.0,106.3,22.0,161.0,70.0,5.0,11.5,0.99,7.318181818181818,2015,0
147,3.0,Chris Conley,22.0,2015,11.3,1.0,56.7,60.4,44.0,17.0,222.0,88.1,30.0,199.0,70.0,4.1,11.7,0.9,6.633333333333334,2015,0
148,3.0,Sammie Coates,22.0,2015,8.0,0.0,50.0,56.6,11.0,1.0,28.0,66.7,2.0,11.0,4.0,4.0,11.0,0.39,5.5,2015,0
149,3.0,Ty Montgomery,22.0,2015,6.0,5.0,83.3,56.7,31.0,15.0,140.0,135.2,18.0,136.0,94.0,6.3,9.1,0.97,7.555555555555555,2015,0
150,4.0,Jamison Crowder,22.0,2015,6.1,3.0,79.7,71.0,44.0,59.0,456.0,104.1,74.0,604.0,339.0,5.7,10.2,1.32,8.162162162162161,2015,0
151,4.0,Justin Hardy,23.0,2015,9.7,0.0,61.8,63.5,23.0,21.0,221.0,40.6,34.0,194.0,65.0,3.1,9.2,0.88,5.705882352941177,2015,0
152,5.0,Stefon Diggs,21.0,2015,11.0,13.0,67.5,77.7,40.0,52.0,397.0,98.4,77.0,720.0,300.0,5.8,13.8,1.81,9.35064935064935,2015,6
153,5.0,Keith Mumphery,23.0,2015,11.5,0.0,43.8,48.4,26.0,14.0,219.0,42.3,32.0,129.0,15.0,1.1,9.2,0.59,4.03125,2015,0
154,6.0,Geremy Davis,23.0,2015,12.7,0.0,66.7,57.5,16.0,2.0,24.0,86.8,3.0,21.0,7.0,3.5,10.5,0.88,7.0,2015,0
155,6.0,Darren Waller,22.0,2015,14.3,2.0,33.3,52.9,17.0,2.0,29.0,42.4,6.0,18.0,14.0,7.0,9.0,0.62,3.0,2015,2
156,7.0,Mario Alford,23.0,2015,11.0,0.0,100.0,79.1,15.0,1.0,2.0,118.8,1.0,15.0,4.0,4.0,15.0,7.5,15.0,2015,0
157,7.0,Tre McBride,22.0,2015,10.8,0.0,50.0,52.0,7.0,2.0,37.0,95.8,4.0,8.0,1.0,0.5,4.0,0.22,2.0,2015,0
158,1.0,Sammy Watkins,21.0,2014,13.5,10.0,52.4,69.3,84.0,65.0,618.0,81.5,124.0,982.0,341.0,5.2,15.1,1.59,7.919354838709677,2014,1
159,1.0,Mike Evans,21.0,2014,15.8,8.0,58.6,84.6,56.0,68.0,510.0,101.6,116.0,1051.0,170.0,2.5,15.5,2.06,9.060344827586206,2014,10
160,1.0,Odell Beckham Jr.,21.0,2014,12.3,15.0,70.5,90.8,80.0,91.0,474.0,127.6,129.0,1305.0,481.0,5.3,14.3,2.75,10.116279069767442,2014,5
161,1.0,Brandin Cooks,20.0,2014,8.5,2.0,81.5,68.9,50.0,53.0,353.0,110.9,65.0,550.0,171.0,3.2,10.4,1.56,8.461538461538462,2014,6
162,1.0,Kelvin Benjamin,23.0,2014,14.9,9.0,51.4,73.5,51.0,73.0,541.0,86.8,142.0,1008.0,177.0,2.4,13.8,1.86,7.098591549295775,2014,1
163,2.0,Marqise Lee,22.0,2014,8.2,7.0,60.7,61.4,37.0,37.0,330.0,80.1,61.0,422.0,176.0,4.8,11.4,1.28,6.918032786885246,2014,0
164,2.0,Jordan Matthews,22.0,2014,9.4,9.0,68.4,72.2,44.0,67.0,485.0,119.3,98.0,876.0,399.0,6.0,13.1,1.81,8.938775510204081,2014,0
165,2.0,Davante Adams,21.0,2014,10.0,5.0,61.3,60.5,45.0,38.0,465.0,92.5,62.0,446.0,185.0,4.9,11.7,0.96,7.193548387096774,2014,5
166,2.0,Cody Latimer,21.0,2014,11.3,0.0,50.0,63.0,14.0,2.0,15.0,67.7,4.0,23.0,14.0,7.0,11.5,1.53,5.75,2014,0
167,2.0,Jarvis Landry,21.0,2014,5.0,11.0,80.0,78.0,25.0,84.0,432.0,96.6,105.0,755.0,448.0,5.3,9.0,1.75,7.190476190476191,2014,3
168,3.0,Josh Huff,22.0,2014,9.1,6.0,47.1,58.3,44.0,8.0,106.0,25.7,17.0,98.0,80.0,10.0,12.3,0.92,5.764705882352941,2014,0
169,3.0,Donte Moncrief,21.0,2014,12.2,5.0,69.6,72.0,79.0,32.0,255.0,122.0,46.0,444.0,215.0,6.7,13.9,1.74,9.652173913043478,2014,0
170,3.0,John Brown,24.0,2014,15.6,1.0,51.1,69.7,75.0,48.0,459.0,84.4,94.0,696.0,179.0,3.7,14.5,1.52,7.404255319148936,2014,2
171,3.0,Dri Archer,23.0,2014,-0.6,1.0,70.0,54.9,15.0,7.0,36.0,72.9,10.0,23.0,28.0,4.0,3.3,0.64,2.3,2014,0
172,4.0,Jalen Saunders,21.0,2014,5.0,0.0,100.0,60.1,7.0,1.0,2.0,95.8,1.0,7.0,2.0,2.0,7.0,3.5,7.0,2014,0
173,4.0,Bruce Ellington,23.0,2014,8.3,1.0,54.5,67.1,20.0,6.0,55.0,110.6,11.0,62.0,38.0,6.3,10.3,1.13,5.636363636363637,2014,0
174,4.0,Martavis Bryant,22.0,2014,19.3,1.0,54.2,74.8,94.0,26.0,199.0,125.8,48.0,549.0,192.0,7.4,21.1,2.76,11.4375,2014,0
175,4.0,Kevin Norwood,24.0,2014,10.6,2.0,90.0,67.3,31.0,9.0,75.0,109.2,10.0,102.0,42.0,4.7,11.3,1.36,10.2,2014,0
176,5.0,Ryan Grant,23.0,2014,11.7,1.0,50.0,54.5,21.0,7.0,110.0,24.4,14.0,68.0,21.0,3.0,9.7,0.62,4.857142857142857,2014,0
177,5.0,Devin Street,23.0,2014,17.4,0.0,28.6,52.3,9.0,2.0,75.0,0.0,7.0,18.0,5.0,2.5,9.0,0.24,2.5714285714285716,2014,0
178,6.0,Robert Herron,22.0,2014,9.5,1.0,54.5,46.7,16.0,6.0,86.0,99.8,11.0,58.0,26.0,4.3,9.7,0.67,5.2727272727272725,2014,0
179,7.0,Michael Campanaro,23.0,2014,9.9,1.0,77.8,81.8,19.0,7.0,40.0,150.9,9.0,102.0,35.0,5.0,14.6,2.55,11.333333333333334,2014,0
180,7.0,Jeff Janis,23.0,2014,7.0,1.0,100.0,68.0,9.0,2.0,9.0,100.0,2.0,16.0,2.0,1.0,8.0,1.78,8.0,2014,0
181,7.0,James Wright,22.0,2014,15.1,0.0,35.7,60.8,30.0,5.0,110.0,19.3,14.0,91.0,35.0,7.0,18.2,0.83,6.5,2014,0
182,1.0,Tavon Austin,23.0,2013,7.5,4.0,61.5,70.0,81.0,40.0,303.0,94.3,65.0,418.0,229.0,5.7,10.5,1.38,6.430769230769231,2013,0
183,1.0,DeAndre Hopkins,21.0,2013,14.2,1.0,57.1,68.7,66.0,52.0,629.0,80.0,91.0,802.0,176.0,3.4,15.4,1.28,8.813186813186814,2013,7
184,1.0,Cordarrelle Patterson,22.0,2013,8.6,9.0,62.5,80.4,79.0,45.0,290.0,88.3,72.0,469.0,286.0,6.4,10.4,1.62,6.513888888888889,2013,0
185,2.0,Justin Hunter,22.0,2013,18.4,1.0,43.9,68.5,57.0,18.0,212.0,107.2,41.0,354.0,92.0,5.1,19.7,1.67,8.634146341463415,2013,0
186,2.0,Robert Woods,21.0,2013,14.7,2.0,49.4,63.9,57.0,40.0,483.0,70.3,81.0,587.0,112.0,2.8,14.7,1.22,7.246913580246914,2013,2
187,2.0,Aaron Dobson,22.0,2013,13.6,3.0,52.1,63.6,81.0,37.0,315.0,83.0,71.0,519.0,197.0,5.3,14.0,1.65,7.309859154929577,2013,0
188,3.0,Terrance Williams,23.0,2013,14.2,3.0,61.1,66.2,82.0,44.0,490.0,107.2,72.0,736.0,215.0,4.9,16.7,1.5,10.222222222222221,2013,0
189,3.0,Keenan Allen,21.0,2013,10.7,13.0,70.3,83.8,43.0,71.0,510.0,117.8,101.0,1046.0,427.0,6.0,14.7,2.05,10.356435643564357,2013,6
190,3.0,Marquise Goodwin,22.0,2013,20.2,0.0,53.1,68.5,59.0,17.0,192.0,88.4,32.0,283.0,54.0,3.2,16.6,1.47,8.84375,2013,0
191,3.0,Markus Wheaton,22.0,2013,12.9,0.0,50.0,55.1,21.0,6.0,107.0,31.3,12.0,64.0,38.0,6.3,10.7,0.6,5.333333333333333,2013,0
192,3.0,Stedman Bailey,22.0,2013,10.4,2.0,73.9,70.9,28.0,17.0,117.0,104.6,23.0,226.0,45.0,2.6,13.3,1.93,9.826086956521738,2013,0
193,4.0,Ace Sanders,21.0,2013,6.3,4.0,64.6,61.9,51.0,51.0,433.0,75.1,79.0,484.0,291.0,5.7,9.5,1.12,6.1265822784810124,2013,0
194,4.0,Josh Boyce,22.0,2013,8.4,3.0,47.4,60.8,30.0,9.0,122.0,46.2,19.0,121.0,78.0,8.7,13.4,0.99,6.368421052631579,2013,0
195,4.0,Quinton Patton,23.0,2013,10.5,1.0,50.0,58.1,29.0,3.0,41.0,67.4,6.0,34.0,6.0,2.0,11.3,0.83,5.666666666666667,2013,0
196,5.0,Kenny Stills,21.0,2013,16.8,1.0,69.6,62.6,76.0,32.0,495.0,139.3,46.0,641.0,195.0,6.1,20.0,1.29,13.934782608695652,2013,0
197,7.0,Brice Butler,23.0,2013,10.6,0.0,52.9,56.7,29.0,9.0,140.0,31.9,17.0,103.0,26.0,2.9,11.4,0.74,6.0588235294117645,2013,0
198,7.0,Marquess Wilson,20.0,2013,1.5,1.0,100.0,54.7,10.0,2.0,37.0,93.8,2.0,13.0,10.0,5.0,6.5,0.35,6.5,2013,0
199,1.0,Justin Blackmon,22.0,2012,11.4,6.0,49.6,65.7,81.0,64.0,637.0,64.9,129.0,865.0,290.0,4.5,13.5,1.36,6.705426356589148,2012,0
200,1.0,Michael Floyd,22.0,2012,12.3,5.0,57.0,63.1,53.0,45.0,416.0,82.4,79.0,562.0,161.0,3.6,12.5,1.35,7.113924050632911,2012,1
201,1.0,Kendall Wright,22.0,2012,6.5,13.0,67.4,67.7,38.0,64.0,398.0,90.9,95.0,626.0,330.0,5.2,9.8,1.57,6.589473684210526,2012,1
202,2.0,Brian Quick,23.0,2012,13.4,0.0,40.7,59.2,39.0,11.0,117.0,45.2,27.0,156.0,30.0,2.7,14.2,1.33,5.777777777777778,2012,0
203,2.0,Stephen Hill,21.0,2012,14.3,1.0,45.7,56.6,33.0,21.0,261.0,66.6,46.0,252.0,38.0,1.8,12.0,0.97,5.478260869565218,2012,0
204,2.0,Alshon Jeffery,22.0,2012,16.6,0.0,50.0,66.0,55.0,24.0,261.0,87.8,48.0,367.0,72.0,3.0,15.3,1.41,7.645833333333333,2012,2
205,2.0,Ryan Broyles,24.0,2012,9.4,1.0,73.3,71.8,40.0,22.0,191.0,114.6,30.0,310.0,158.0,7.2,14.1,1.62,10.333333333333334,2012,0
206,2.0,Rueben Randle,21.0,2012,12.8,3.0,59.4,76.1,56.0,19.0,156.0,121.6,32.0,298.0,73.0,3.8,15.7,1.91,9.3125,2012,0
207,3.0,DeVier Posey,22.0,2012,11.5,2.0,46.2,57.1,36.0,6.0,87.0,36.4,13.0,87.0,33.0,5.5,14.5,1.0,6.6923076923076925,2012,0
208,3.0,T.J. Graham,23.0,2012,12.0,4.0,53.4,52.4,51.0,31.0,415.0,54.0,58.0,322.0,183.0,5.9,10.4,0.78,5.551724137931035,2012,0
209,3.0,Mohamed Sanu,23.0,2012,6.9,2.0,66.7,71.7,34.0,16.0,111.0,124.0,24.0,154.0,79.0,4.9,9.6,1.39,6.416666666666667,2012,0
210,3.0,T.Y. Hilton,22.0,2012,12.3,4.0,56.8,66.4,70.0,50.0,478.0,102.5,88.0,861.0,386.0,7.7,17.2,1.8,9.784090909090908,2012,5
211,4.0,Chris Givens,22.0,2012,15.5,4.0,54.5,71.4,65.0,42.0,367.0,92.9,77.0,698.0,286.0,6.8,16.6,1.9,9.064935064935066,2012,0
212,4.0,Travis Benjamin,22.0,2012,15.1,2.0,50.0,65.8,69.0,18.0,217.0,57.2,36.0,298.0,60.0,3.3,16.6,1.37,8.277777777777779,2012,0
213,4.0,Joe Adams,22.0,2012,-2.0,0.0,100.0,54.3,7.0,1.0,7.0,95.8,1.0,7.0,9.0,9.0,7.0,1.0,7.0,2012,0
214,4.0,Devon Wylie,24.0,2012,6.8,0.0,50.0,58.7,16.0,6.0,42.0,62.2,12.0,53.0,13.0,2.2,8.8,1.26,4.416666666666667,2012,0
215,4.0,Jarius Wright,22.0,2012,10.4,3.0,61.1,66.5,65.0,22.0,133.0,95.8,36.0,310.0,122.0,5.5,14.1,2.33,8.61111111111111,2012,0
216,4.0,Keshawn Martin,22.0,2012,7.0,1.0,38.5,51.5,18.0,10.0,161.0,21.0,26.0,85.0,40.0,4.0,8.5,0.53,3.269230769230769,2012,0
217,5.0,Juron Criner,22.0,2012,7.8,2.0,55.2,72.4,17.0,16.0,121.0,66.9,29.0,151.0,84.0,5.3,9.4,1.25,5.206896551724138,2012,0
218,6.0,LaVon Brazill,23.0,2012,18.1,1.0,45.8,56.9,42.0,11.0,163.0,69.1,24.0,186.0,74.0,6.7,16.9,1.14,7.75,2012,0
219,7.0,Rishard Matthews,22.0,2012,12.4,0.0,61.1,60.1,30.0,11.0,148.0,64.8,18.0,151.0,31.0,2.8,13.7,1.02,8.38888888888889,2012,0
220,7.0,Toney Clemons,23.0,2012,13.8,0.0,33.3,53.0,17.0,3.0,90.0,9.3,9.0,41.0,14.0,4.7,13.7,0.46,4.555555555555555,2012,0
221,7.0,Jordan White,24.0,2012,19.7,0.0,33.3,60.4,13.0,1.0,20.0,47.9,3.0,13.0,3.0,3.0,13.0,0.65,4.333333333333333,2012,0
222,1.0,A.J. Green,23.0,2011,14.5,2.0,58.6,72.8,58.0,65.0,497.0,96.6,111.0,1057.0,284.0,4.4,16.3,2.13,9.522522522522523,2011,6
223,1.0,Julio Jones,22.0,2011,13.5,12.0,59.3,70.8,80.0,54.0,456.0,115.6,91.0,959.0,421.0,7.8,17.8,2.1,10.538461538461538,2011,7
224,1.0,Jonathan Baldwin,22.0,2011,14.3,0.0,41.2,58.9,39.0,21.0,265.0,47.3,51.0,254.0,42.0,2.0,12.1,0.96,4.980392156862745,2011,0
225,2.0,Titus Young,22.0,2011,13.4,1.0,60.0,62.7,57.0,48.0,486.0,103.5,80.0,607.0,142.0,3.0,12.6,1.25,7.5875,2011,0
226,2.0,Torrey Smith,22.0,2011,19.0,2.0,55.6,68.6,74.0,50.0,519.0,108.6,90.0,841.0,242.0,4.8,16.8,1.62,9.344444444444445,2011,1
227,2.0,Greg Little,22.0,2011,9.8,17.0,54.0,58.7,76.0,61.0,597.0,68.0,113.0,709.0,247.0,4.0,11.6,1.19,6.274336283185841,2011,0
228,2.0,Randall Cobb,21.0,2011,8.5,6.0,80.6,65.1,61.0,25.0,172.0,114.4,31.0,375.0,193.0,7.7,15.0,2.18,12.096774193548388,2011,1
229,3.0,Austin Pettis,23.0,2011,7.7,2.0,58.7,60.3,35.0,27.0,238.0,56.1,46.0,256.0,96.0,3.6,9.5,1.08,5.565217391304348,2011,0
230,3.0,Leonard Hankerson,22.0,2011,12.2,0.0,65.0,74.4,23.0,13.0,91.0,50.6,20.0,163.0,40.0,3.1,12.5,1.79,8.15,2011,0
231,3.0,Vincent Brown,22.0,2011,16.5,3.0,50.0,69.5,31.0,19.0,225.0,86.4,38.0,329.0,91.0,4.8,17.3,1.46,8.657894736842104,2011,0
232,4.0,Kris Durham,23.0,2011,11.5,0.0,75.0,64.3,12.0,3.0,21.0,56.3,4.0,30.0,3.0,1.0,10.0,1.43,7.5,2011,0
233,4.0,Clyde Gates,25.0,2011,22.3,0.0,20.0,56.3,11.0,2.0,64.0,0.0,10.0,19.0,0.0,0.0,9.5,0.3,1.9,2011,0
234,4.0,Greg Salas,23.0,2011,2.9,3.0,77.1,63.1,21.0,27.0,137.0,97.8,35.0,264.0,230.0,8.5,9.8,1.93,7.542857142857143,2011,0
235,4.0,Cecil Shorts,23.0,2011,15.3,0.0,16.7,46.6,25.0,2.0,118.0,27.8,12.0,30.0,4.0,2.0,15.0,0.25,2.5,2011,0
236,5.0,Denarius Moore,22.0,2011,18.5,1.0,45.2,76.7,78.0,33.0,333.0,58.3,73.0,618.0,133.0,4.0,18.7,1.86,8.465753424657533,2011,0
237,5.0,Jeremy Kerley,22.0,2011,10.5,3.0,65.9,69.9,38.0,29.0,223.0,75.4,44.0,314.0,109.0,3.8,10.8,1.41,7.136363636363637,2011,0
238,5.0,Niles Paul,22.0,2011,11.8,0.0,40.0,58.9,14.0,2.0,74.0,56.3,5.0,25.0,2.0,1.0,12.5,0.34,5.0,2011,0
239,6.0,Ryan Whalen,22.0,2011,4.8,0.0,100.0,64.1,13.0,4.0,43.0,94.8,4.0,27.0,8.0,2.0,6.8,0.63,6.75,2011,0
240,7.0,Stephen Burton,21.0,2011,16.8,0.0,50.0,60.5,21.0,2.0,31.0,83.3,4.0,38.0,6.0,3.0,19.0,1.23,9.5,2011,0
241,7.0,David Ausberry,23.0,2011,6.5,0.0,100.0,54.4,10.0,2.0,37.0,95.8,2.0,14.0,1.0,0.5,7.0,0.38,7.0,2011,0
242,7.0,DeMarco Sampson,25.0,2011,9.4,0.0,37.5,54.1,15.0,3.0,78.0,52.1,8.0,36.0,8.0,2.7,12.0,0.46,4.5,2011,0
243,1.0,Demaryius Thomas,22.0,2010,9.0,6.0,59.5,79.2,31.0,22.0,101.0,90.3,37.0,283.0,148.0,6.7,12.9,2.8,7.648648648648648,2010,5
244,1.0,Dez Bryant,21.0,2010,11.5,8.0,63.4,72.9,46.0,45.0,315.0,104.3,71.0,561.0,206.0,4.6,12.5,1.78,7.901408450704225,2010,3
245,2.0,Dexter McCluster,21.0,2010,4.2,5.0,58.3,59.3,31.0,21.0,225.0,61.0,36.0,209.0,179.0,8.5,10.0,0.93,5.805555555555555,2010,0
246,2.0,Arrelious Benn,21.0,2010,12.8,3.0,67.6,81.0,64.0,25.0,169.0,120.9,37.0,395.0,159.0,6.4,15.8,2.34,10.675675675675675,2010,0
247,2.0,Golden Tate,22.0,2010,10.5,5.0,55.3,66.0,52.0,21.0,139.0,62.1,38.0,227.0,112.0,5.3,10.8,1.63,5.973684210526316,2010,3
248,3.0,Damian Williams,22.0,2010,11.6,2.0,61.5,69.7,39.0,16.0,133.0,88.5,26.0,219.0,45.0,2.8,13.7,1.65,8.423076923076923,2010,0
249,3.0,Brandon LaFell,23.0,2010,10.8,2.0,53.5,64.6,44.0,38.0,339.0,73.0,71.0,468.0,142.0,3.7,12.3,1.38,6.591549295774648,2010,0
250,3.0,Emmanuel Sanders,23.0,2010,12.9,2.0,58.3,72.8,35.0,28.0,280.0,97.2,48.0,376.0,80.0,2.9,13.4,1.34,7.833333333333333,2010,3
251,3.0,Jordan Shipley,24.0,2010,8.2,2.0,72.2,66.9,64.0,52.0,428.0,99.3,72.0,600.0,197.0,3.8,11.5,1.4,8.333333333333334,2010,0
252,3.0,Eric Decker,23.0,2010,16.1,2.0,75.0,62.2,38.0,6.0,71.0,156.3,8.0,106.0,29.0,4.8,17.7,1.49,13.25,2010,3
253,3.0,Andre Roberts,22.0,2010,9.2,1.0,50.0,55.9,74.0,24.0,299.0,75.6,48.0,307.0,136.0,5.7,12.8,1.03,6.395833333333333,2010,0
254,3.0,Taylor Price,22.0,2010,6.3,0.0,75.0,71.7,18.0,3.0,13.0,107.3,4.0,41.0,21.0,7.0,13.7,3.15,10.25,2010,0
255,4.0,Mardy Gilyard,23.0,2010,10.8,0.0,40.0,59.5,21.0,6.0,105.0,25.1,15.0,63.0,14.0,2.3,10.5,0.6,4.2,2010,0
256,4.0,Mike Williams,23.0,2010,14.3,11.0,52.5,74.7,58.0,64.0,549.0,98.2,122.0,955.0,336.0,5.3,14.9,1.74,7.827868852459017,2017,2
257,4.0,Mike Williams,23.0,2010,14.3,11.0,52.5,74.7,58.0,64.0,549.0,98.2,122.0,955.0,336.0,5.3,14.9,1.74,7.827868852459017,2010,0
258,4.0,Mike Williams,23.0,2010,11.1,5.0,61.3,79.6,68.0,65.0,366.0,73.3,106.0,751.0,217.0,3.3,11.6,2.05,7.084905660377358,2017,2
259,4.0,Mike Williams,23.0,2010,11.1,5.0,61.3,79.6,68.0,65.0,366.0,73.3,106.0,751.0,217.0,3.3,11.6,2.05,7.084905660377358,2010,0
260,4.0,Jacoby Ford,23.0,2010,14.9,0.0,50.0,66.5,52.0,25.0,302.0,71.3,50.0,470.0,123.0,4.9,18.8,1.56,9.4,2010,0
261,5.0,Riley Cooper,22.0,2010,15.1,0.0,50.0,55.7,37.0,7.0,151.0,62.5,14.0,116.0,18.0,2.6,16.6,0.77,8.285714285714286,2010,0
262,6.0,Dezmon Briscoe,21.0,2010,10.3,0.0,100.0,76.4,54.0,6.0,38.0,158.3,6.0,93.0,40.0,6.7,15.5,2.45,15.5,2010,0
263,6.0,Antonio Brown,22.0,2010,6.0,4.0,84.2,85.8,26.0,16.0,57.0,81.4,19.0,167.0,108.0,6.8,10.4,2.93,8.789473684210526,2010,7
264,6.0,David Gettis,23.0,2010,12.2,1.0,56.1,64.4,88.0,37.0,426.0,70.8,66.0,508.0,169.0,4.6,13.7,1.19,7.696969696969697,2010,0
265,6.0,Kyle Williams,22.0,2010,5.0,0.0,100.0,55.6,8.0,1.0,7.0,100.0,1.0,8.0,3.0,3.0,8.0,1.14,8.0,2010,0
266,7.0,Terrence Austin,22.0,2010,12.0,1.0,60.0,73.2,28.0,3.0,37.0,91.3,5.0,47.0,13.0,4.3,15.7,1.27,9.4,2010,0
267,1.0,Darrius Heyward-Bey,22.0,2009,19.3,0.0,23.7,47.6,24.0,9.0,323.0,16.6,38.0,124.0,14.0,1.6,13.8,0.38,3.263157894736842,2009,0
268,1.0,Michael Crabtree,21.0,2009,11.1,9.0,58.5,71.7,50.0,48.0,398.0,75.5,82.0,625.0,202.0,4.2,13.0,1.57,7.621951219512195,2009,2
269,1.0,Jeremy Maclin,21.0,2009,12.1,2.0,64.0,68.8,56.0,55.0,480.0,98.1,86.0,762.0,248.0,4.5,13.9,1.59,8.86046511627907,2009,2
270,1.0,Percy Harvin,21.0,2009,9.7,16.0,69.8,86.5,51.0,60.0,338.0,116.9,86.0,790.0,366.0,6.1,13.2,2.34,9.186046511627907,2009,0
271,1.0,Hakeem Nicks,21.0,2009,10.5,9.0,66.2,75.8,68.0,47.0,344.0,120.0,71.0,790.0,434.0,9.2,16.8,2.3,11.126760563380282,2009,2
272,1.0,Kenny Britt,20.0,2009,13.5,9.0,60.0,76.2,57.0,42.0,377.0,90.2,70.0,701.0,179.0,4.3,16.7,1.86,10.014285714285714,2009,1
273,2.0,Brian Robiskie,21.0,2009,16.6,1.0,43.8,56.3,43.0,7.0,141.0,26.6,16.0,106.0,47.0,6.7,15.1,0.75,6.625,2009,0
274,2.0,Mohamed Massaquoi,22.0,2009,17.9,3.0,39.1,66.9,59.0,34.0,394.0,47.3,87.0,624.0,170.0,5.0,18.4,1.58,7.172413793103448,2009,0
275,3.0,Derrick Williams,23.0,2009,12.4,0.0,46.2,51.6,19.0,6.0,98.0,57.2,13.0,52.0,16.0,2.7,8.7,0.53,4.0,2009,0
276,3.0,Mike Wallace,23.0,2009,19.2,2.0,54.9,68.7,60.0,39.0,443.0,102.8,71.0,756.0,137.0,3.5,19.4,1.71,10.647887323943662,2009,3
277,3.0,Ramses Barden,23.0,2009,7.0,0.0,100.0,52.3,16.0,1.0,18.0,118.8,1.0,16.0,9.0,9.0,16.0,0.89,16.0,2009,0
278,3.0,Deon Butler,23.0,2009,14.3,2.0,37.5,56.6,32.0,15.0,207.0,41.1,40.0,175.0,52.0,3.5,11.7,0.85,4.375,2009,0
279,4.0,Mike Thomas,22.0,2009,5.3,5.0,81.4,70.2,28.0,48.0,281.0,97.2,59.0,453.0,226.0,4.7,9.4,1.61,7.677966101694915,2016,0
280,4.0,Mike Thomas,22.0,2009,5.3,5.0,81.4,70.2,28.0,48.0,281.0,97.2,59.0,453.0,226.0,4.7,9.4,1.61,7.677966101694915,2009,0
281,4.0,Brian Hartline,22.0,2009,13.4,1.0,57.4,74.0,67.0,31.0,245.0,76.6,54.0,506.0,185.0,6.0,16.3,2.07,9.37037037037037,2009,2
282,4.0,Austin Collie,23.0,2009,9.4,5.0,70.6,70.4,39.0,60.0,485.0,111.7,85.0,676.0,251.0,4.2,11.3,1.39,7.952941176470588,2009,0
283,5.0,Johnny Knox,22.0,2009,11.4,4.0,60.0,66.7,68.0,45.0,360.0,70.3,75.0,527.0,179.0,4.0,11.7,1.46,7.026666666666666,2009,0
284,5.0,Jarett Dillard,23.0,2009,13.0,0.0,75.0,76.1,33.0,6.0,49.0,116.7,8.0,106.0,20.0,3.3,17.7,2.16,13.25,2009,0
285,6.0,Quinten Lawrence,24.0,2009,11.0,0.0,50.0,66.8,9.0,1.0,14.0,62.5,2.0,9.0,4.0,4.0,9.0,0.64,4.5,2009,0
286,6.0,Brandon Gibson,22.0,2009,11.3,5.0,53.1,63.4,23.0,34.0,301.0,61.5,64.0,353.0,100.0,2.9,10.4,1.17,5.515625,2009,0
287,7.0,Julian Edelman,23.0,2009,3.7,10.0,74.0,68.8,29.0,37.0,221.0,100.3,50.0,359.0,272.0,7.4,9.7,1.62,7.18,2009,3
288,7.0,Sammie Stroughter,23.0,2009,8.1,4.0,53.4,68.4,35.0,31.0,247.0,35.7,58.0,319.0,135.0,4.4,10.3,1.29,5.5,2009,0
289,7.0,Marko Mitchell,24.0,2009,12.1,0.0,57.1,58.0,11.0,4.0,35.0,68.8,7.0,32.0,13.0,3.3,8.0,0.91,4.571428571428571,2009,0
290,2.0,Donnie Avery,24.0,2008,13.9,3.0,53.5,72.4,69.0,53.0,403.0,51.5,99.0,674.0,268.0,5.1,12.7,1.67,6.808080808080808,2008,0
291,2.0,Devin Thomas,21.0,2008,7.0,2.0,62.5,54.0,18.0,15.0,188.0,75.0,24.0,120.0,40.0,2.7,8.0,0.64,5.0,2008,0
292,2.0,Jordy Nelson,23.0,2008,11.6,4.0,62.3,63.3,29.0,33.0,333.0,79.6,53.0,366.0,94.0,2.8,11.1,1.1,6.90566037735849,2008,4
293,2.0,James Hardy,22.0,2008,13.4,0.0,39.1,51.5,17.0,9.0,186.0,43.2,23.0,87.0,22.0,2.4,9.7,0.47,3.782608695652174,2008,0
294,2.0,Eddie Royal,22.0,2008,10.0,3.0,71.7,73.7,93.0,91.0,561.0,93.9,127.0,980.0,364.0,4.0,10.8,1.75,7.716535433070866,2008,0
295,2.0,Jerome Simpson,22.0,2008,6.3,0.0,33.3,46.4,2.0,1.0,8.0,2.8,3.0,2.0,3.0,3.0,2.0,0.25,0.6666666666666666,2008,0
296,2.0,DeSean Jackson,21.0,2008,12.9,3.0,53.9,67.8,60.0,62.0,504.0,64.2,115.0,915.0,304.0,4.9,14.8,1.82,7.956521739130435,2008,5
297,2.0,Malcolm Kelly,21.0,2008,15.1,0.0,33.3,48.1,7.0,3.0,60.0,42.4,9.0,18.0,7.0,2.3,6.0,0.3,2.0,2008,0
298,2.0,Limas Sweed,23.0,2008,11.0,0.0,60.0,55.1,17.0,6.0,66.0,39.2,10.0,64.0,22.0,3.7,10.7,0.97,6.4,2008,0
