Rank,Player,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
100,Devin Duvernay (JAC),16,33,272,8.2,131,4,0,0,141,4.3,38,1.2,1,47,7.90%,33,0,8,10,1,0,0,0,21
101,Sammy Watkins (FA),11,27,394,14.6,300,11.1,0,0,94,3.5,28,1,0,49,8.30%,33,6,4,14,6,2,1,0,49
102,Kadarius Toney (KC),9,39,420,10.8,192,4.9,0,0,228,5.8,67,1.7,2,57,10.10%,43,2,5,14,5,2,0,0,38
103,Darius Slayton (NYG),13,26,339,13,274,10.5,0,0,65,2.5,17,0.7,1,58,10.30%,34,6,2,13,4,2,1,0,42
104,Chris Conley (SF),14,22,323,14.7,197,9,0,0,126,5.7,41,1.9,3,37,7.10%,24,2,1,15,5,3,2,0,41
105,James Washington (ATL),15,24,285,11.9,206,8.6,0,0,79,3.3,29,1.2,0,44,6.70%,26,2,8,9,4,3,1,0,42
106,Sterling Shepard (TB),7,36,366,10.2,255,7.1,0,0,111,3.1,58,1.6,1,53,9.40%,40,4,9,15,4,1,0,0,37
107,Calvin Ridley (TEN),5,31,281,9.1,190,6.1,0,0,91,2.9,35,1.1,1,52,9.40%,38,3,10,11,3,0,0,0,22
108,Damiere Byrd (FA),11,26,329,12.7,213,8.2,0,0,116,4.5,11,0.4,1,38,7.30%,29,2,4,18,3,1,1,1,54
109,Antoine Wesley (FA),8,19,208,10.9,147,7.7,0,0,61,3.2,31,1.6,0,32,5.60%,20,1,5,6,4,1,0,0,33
110,Adam Humphries (FA),17,41,383,9.3,233,5.7,0,0,150,3.7,26,0.6,2,62,11.60%,46,3,4,18,4,0,0,0,27
111,Marquise Goodwin (FA),14,20,313,15.7,230,11.5,0,0,83,4.2,33,1.7,0,40,7.60%,23,2,3,13,5,2,2,1,50
112,Lil'Jordan Humphrey (DEN),8,13,249,19.2,148,11.4,0,0,101,7.8,21,1.6,1,18,3.80%,13,0,1,8,6,1,1,1,56
113,Tyler Johnson (LAR),16,36,360,10,223,6.2,0,0,137,3.8,48,1.3,2,55,7.70%,40,4,8,10,4,2,0,0,31
114,Chester Rogers (FA),16,30,301,10,198,6.6,0,0,103,3.4,34,1.1,0,43,8.20%,32,2,4,15,3,1,0,0,39
115,Chris Moore (ARI),10,21,227,10.8,77,3.7,0,0,150,7.1,34,1.6,1,22,4.20%,21,0,2,8,4,1,1,1,67
116,Cyril Grayson Jr. (FA),3,10,212,21.2,142,14.2,0,0,70,7,1,0.1,0,12,1.70%,10,0,1,6,4,3,2,2,62
117,Quintez Cephus (HOU),5,15,204,13.6,109,7.3,0,0,95,6.3,28,1.9,2,22,3.90%,15,0,3,6,5,2,1,0,46
118,Cam Sims (CAR),12,15,211,14.1,169,11.3,0,0,42,2.8,4,0.3,1,23,4.30%,16,1,4,10,2,1,1,0,43
119,Rashard Higgins (FA),12,24,275,11.5,228,9.5,0,0,47,2,2,0.1,0,47,9.40%,27,3,5,16,1,0,0,0,21
120,Malik Turner (SF),7,12,149,12.4,75,6.3,0,0,74,6.2,64,5.3,2,16,2.50%,13,1,5,5,1,1,1,1,61
121,Ashton Dulin (IND),16,13,173,13.3,123,9.5,0,0,50,3.8,5,0.4,0,22,4.40%,16,2,2,7,2,1,1,1,62
122,Isaiah McKenzie (NYG),15,20,178,8.9,97,4.9,0,0,81,4.1,30,1.5,1,26,4.20%,23,3,4,6,1,0,0,0,28
123,Brandon Zylstra (FA),12,18,250,13.9,132,7.3,0,0,118,6.6,36,2,1,25,4.30%,19,0,2,9,4,1,1,1,55
124,John Ross (PHI),9,11,224,15.7,134,12.2,0,0,39,3.5,15,1.4,1,20,3.50%,12,1,1,7,2,1,1,1,51
125,Jakeem Grant Sr. (ATL),15,11,132,12,29,2.6,0,0,103,9.4,65,5.9,3,17,2.80%,13,2,2,5,2,2,1,0,46
126,Isaiah Ford (FA),9,12,161,13.4,101,8.4,0,0,60,5,25,2.1,1,16,2.70%,12,0,3,6,2,1,1,1,52
127,Greg Ward (FA),10,7,95,13.6,79,11.3,0,0,16,2.3,4,0.6,0,11,2.40%,9,2,6,4,1,0,0,0,27
128,Tavon Austin (FA),12,24,213,8.9,154,6.4,0,0,59,2.5,36,1.5,1,38,6.50%,26,2,2,8,2,0,0,0,25
129,DJ Chark Jr. (LAC),3,7,154,22,130,18.6,0,0,24,3.4,11,1.6,0,22,3.80%,8,1,1,7,3,1,1,0,41
130,Ray-Ray McCloud III (ATL),16,39,277,6.9,161,4.1,0,0,110,2.8,31,0.8,2,66,10.10%,44,6,10,13,2,0,0,0,24
131,Ihmir Smith-Marsette (CAR),6,5,116,23.2,99,19.8,0,0,17,3.4,1,0.2,0,6,1.00%,5,0,1,3,2,2,2,0,44
132,Kendall Hinton (FA),11,15,175,11.7,118,7.9,0,0,57,3.8,15,1,1,23,4.40%,16,1,2,7,2,1,1,0,40
133,Anthony Schwartz (MIA),13,10,135,13.5,125,12.5,0,0,10,1,0,0,0,23,4.60%,12,1,2,5,1,1,1,0,44
134,Albert Wilson (FA),10,25,213,8.5,70,2.8,0,0,143,5.7,47,1.9,4,39,6.50%,31,4,2,6,1,1,1,1,64
135,Tajae Sharpe (FA),14,25,230,9.2,161,6.4,0,0,69,2.8,29,1.2,0,37,6.70%,26,1,4,10,0,0,0,0,17
136,Breshad Perriman (FA),5,11,167,15.2,65,5.9,0,0,102,9.3,14,1.3,1,18,2.50%,12,1,3,4,3,2,1,1,58
137,Parris Campbell (PHI),6,10,162,16.2,145,14.5,0,0,17,1.7,1,0.1,0,20,4.00%,10,0,0,7,3,1,1,1,51
138,James Proche II (CLE),7,16,202,12.6,147,9.2,0,0,55,3.4,12,0.8,0,20,3.40%,16,0,0,8,2,1,0,0,32
139,JuJu Smith-Schuster (FA),5,15,129,8.6,61,4.1,0,0,68,4.5,30,2,3,28,4.30%,15,0,0,5,1,0,0,0,24
140,Noah Brown (HOU),10,16,184,11.5,116,7.3,0,0,68,4.3,27,1.7,1,25,3.90%,19,1,2,6,3,0,0,0,27
141,Dee Eskridge (SEA),8,10,64,6.4,32,3.2,0,0,32,3.2,7,0.7,2,20,4.20%,12,0,2,3,0,0,0,0,17
142,Mohamed Sanu Sr. (FA),8,15,177,11.8,133,8.9,0,0,44,2.9,16,1.1,0,24,4.80%,16,1,3,8,1,0,0,0,21
143,KhaDarel Hodge (ATL),12,13,157,12.1,120,9.2,0,0,37,2.8,15,1.2,0,27,4.80%,15,2,5,6,2,1,1,0,42
144,N'Keal Harry (MIN),10,12,184,15.3,159,13.3,0,0,25,2.1,10,0.8,0,22,4.20%,13,1,1,7,3,1,1,0,43
145,Kristian Wilkerson (LV),1,4,42,10.5,37,9.3,0,0,5,1.3,3,0.8,1,8,1.50%,5,1,1,1,1,0,0,0,20
146,Dyami Brown (WAS),10,12,165,13.8,131,10.9,0,0,34,2.8,9,0.8,1,25,4.70%,13,2,3,6,3,1,1,0,48
147,Marcus Johnson (FA),7,9,160,17.8,65,7.2,0,0,95,10.6,26,2.9,1,19,3.60%,9,0,3,7,3,1,1,1,50
148,Terrace Marshall Jr. (CAR),12,17,138,8.1,77,4.5,0,0,61,3.6,17,1,1,30,5.20%,19,0,3,4,1,0,0,0,23
149,Dante Pettis (CHI),3,10,87,8.7,49,4.9,0,0,38,3.8,9,0.9,0,16,2.80%,12,2,2,4,1,0,0,0,27
150,Trent Sherfield Sr. (MIN),12,9,87,9.7,64,7.1,0,0,23,2.6,5,0.6,0,20,4.00%,11,1,4,3,0,0,0,0,18
151,Scotty Miller (PIT),6,5,38,7.6,29,5.8,0,0,9,1.8,5,1,0,9,1.30%,5,0,0,1,0,0,0,0,13
152,Ben Skowronek (HOU),12,11,133,12.1,80,7.3,0,0,53,4.8,9,0.8,1,20,3.30%,14,3,2,6,2,1,0,0,35
153,Denzel Mims (JAC),10,8,133,16.6,84,10.5,0,0,49,6.1,8,1,0,23,4.00%,10,2,2,5,3,1,1,0,40
154,Kenny Stills (FA),7,6,68,11.3,58,9.7,0,0,10,1.7,4,0.7,0,23,4.90%,7,1,2,3,1,0,0,0,22
155,Tom Kennedy (DET),7,6,54,9,37,6.2,0,0,17,2.8,4,0.7,1,10,1.80%,7,1,1,2,0,0,0,0,15
156,Equanimeous St. Brown (NO),12,9,98,10.9,40,4.4,0,0,58,6.4,15,1.7,0,17,3.00%,10,1,4,4,1,0,0,0,26
157,Jeff Smith (ARI),9,8,113,14.1,98,12.3,0,0,15,1.9,6,0.8,0,17,2.90%,9,1,0,7,1,1,0,0,35
158,Phillip Dorsett II (DEN),5,7,110,15.7,83,11.9,0,0,27,3.9,7,1,0,14,2.40%,7,0,1,4,2,2,0,0,36
159,Dez Fitzpatrick (PIT),3,5,49,9.8,46,9.2,0,0,3,0.6,1,0.2,0,8,1.50%,5,0,2,3,0,0,0,0,18
160,Collin Johnson (CHI),8,11,105,9.5,87,7.9,0,0,18,1.6,8,0.7,2,21,3.70%,12,1,1,6,0,0,0,0,16
161,Trinity Benson (FA),7,10,103,10.3,52,5.2,0,0,51,5.1,14,1.4,0,22,3.90%,13,3,1,3,2,0,0,0,24
162,Chris Hogan (FA),5,4,41,10.3,20,5,0,0,21,5.3,2,0.5,0,8,1.70%,4,0,2,2,0,0,0,0,16
163,Shi Smith (FA),5,6,104,17.3,33,5.5,0,0,71,11.8,7,1.2,0,11,1.90%,6,0,1,3,1,1,1,1,63
164,Auden Tate (FA),4,3,39,13,18,6,0,0,21,7,8,2.7,2,4,0.70%,3,0,1,2,0,0,0,0,18
165,Josh Gordon (FA),9,5,32,6.4,27,5.4,0,0,5,1,0,0,0,14,2.20%,8,2,3,1,0,0,0,0,11
166,Cameron Batson (FA),4,2,15,7.5,14,7,0,0,1,0.5,0,0,0,5,1.00%,2,0,2,1,0,0,0,0,13
167,Anthony Miller (FA),3,6,25,4.2,15,2.5,0,0,10,1.7,3,0.5,0,12,2.30%,8,0,1,1,0,0,0,0,10
168,Dezmon Patmon (FA),4,2,21,10.5,18,9,0,0,3,1.5,0,0,0,4,0.80%,2,0,1,1,0,0,0,0,14
169,Preston Williams (FA),6,6,71,11.8,33,5.5,0,0,38,6.3,10,1.7,2,16,2.70%,12,3,4,2,2,1,0,0,34
170,KJ Hamler (BUF),3,5,74,14.8,58,11.6,0,0,16,3.2,0,0,0,10,1.90%,6,1,0,3,2,0,0,0,28
171,Dede Westbrook (FA),15,10,68,6.8,51,5.1,0,0,17,1.7,6,0.6,0,15,2.60%,10,0,0,2,0,0,0,0,17
172,Dax Milne (LV),9,9,83,9.2,49,5.4,0,0,34,3.8,3,0.3,0,14,2.60%,10,0,1,4,1,0,0,0,22
173,Ja'Marcus Bradley (FA),4,4,64,16,48,12,0,0,16,4,5,1.3,0,4,0.80%,4,0,0,2,1,1,0,0,37
174,Penny Hart (FA),12,7,59,8.4,18,2.6,0,0,41,5.9,5,0.7,0,12,2.50%,9,1,1,3,0,0,0,0,16
175,C.J. Board (FA),6,4,51,12.8,38,9.5,0,0,13,3.3,0,0,0,6,1.10%,4,0,1,1,1,1,0,0,38
176,Jason Moore Jr. (FA),1,3,56,18.7,30,10,0,0,26,8.7,4,1.3,0,4,0.60%,3,0,0,3,1,0,0,0,24
177,Amari Rodgers (FA),16,4,45,11.3,21,5.3,0,0,24,6,12,3,1,8,1.40%,7,1,2,2,0,0,0,0,19
178,Alex Erickson (FA),17,3,55,18.3,25,8.3,0,0,30,10,2,0.7,0,4,0.70%,3,0,0,3,1,0,0,0,25
179,Jaelon Darden (CLE),9,6,43,7.2,19,3.2,0,0,24,4,2,0.3,0,12,1.70%,6,0,0,1,1,0,0,0,29
180,Mike Thomas (FA),7,5,52,10.4,39,7.8,0,0,13,2.6,4,0.8,0,11,2.00%,5,0,0,3,0,0,0,0,19
181,William Fuller V (FA),2,4,26,6.5,16,4,0,0,10,2.5,4,1,1,8,1.30%,4,0,0,1,0,0,0,0,10
182,Greg Dortch (ARI),5,3,15,5,-16,-5.3,0,0,31,10.3,4,1.3,0,3,0.50%,3,0,1,1,0,0,0,0,10
183,Willie Snead IV (MIA),7,4,38,9.5,26,6.5,0,0,12,3,8,2,1,8,1.30%,5,1,2,2,0,0,0,0,15
184,Kevin White (FA),4,1,38,38,29,29,0,0,9,9,4,4,0,5,1.10%,2,1,0,1,1,1,0,0,38
185,Juwann Winfree (IND),5,8,58,7.3,27,3.4,0,0,31,3.9,9,1.1,1,13,2.30%,10,1,3,4,0,0,0,0,12
186,Curtis Samuel (BUF),5,6,27,4.5,-13,-2.2,0,0,40,6.7,4,0.7,0,9,1.70%,6,0,1,1,0,0,0,0,10
187,Pharoh Cooper (FA),8,4,33,8.3,26,6.5,0,0,7,1.8,3,0.8,0,11,2.00%,6,0,3,1,0,0,0,0,15
188,D.J. Montgomery (IND),2,3,36,12,21,7,0,0,15,5,0,0,0,6,1.00%,3,0,1,2,0,0,0,0,14
