Rank,Player,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
15,T.Y. Hilton (FA),14,76,"1,270",16.7,815,10.7,0,0,455,6,101,1.3,4,120,18.90%,82,4,7,43,22,12,6,3,68
16,Odell Beckham Jr. (MIA),12,77,"1,052",13.7,747,9.7,0,0,305,4,105,1.4,6,124,21.60%,81,4,7,47,17,8,3,1,51
17,Tyler Boyd (TEN),14,76,"1,028",13.5,610,8,0,0,418,5.5,94,1.2,1,108,20.40%,82,5,6,43,21,4,1,0,49
18,Calvin Ridley (TEN),16,64,821,12.8,457,7.1,0,0,364,5.7,59,0.9,0,92,15.20%,74,10,5,31,11,6,4,3,75
19,Amari Cooper (CLE),15,75,"1,005",13.4,590,7.9,0,0,415,5.5,106,1.4,2,107,20.20%,81,6,7,43,10,6,3,2,90
20,Mike Williams (NYJ),16,43,664,15.4,546,12.7,0,0,118,2.7,46,1.1,5,66,13.00%,46,2,7,29,11,4,2,1,55
21,Kenny Golladay (FA),15,70,"1,063",15.2,713,10.2,0,0,350,5,109,1.6,6,119,21.20%,77,4,6,48,19,6,3,1,60
22,Jarvis Landry (FA),16,81,976,12,702,8.7,0,0,274,3.4,65,0.8,3,149,26.80%,92,11,9,39,13,4,2,1,51
23,Julian Edelman (FA),12,74,850,11.5,502,6.8,0,0,348,4.7,89,1.2,4,108,19.40%,82,8,9,35,12,5,0,0,36
24,Emmanuel Sanders (FA),12,71,868,12.2,571,8,0,0,297,4.2,116,1.6,6,98,17.40%,75,3,6,32,13,7,4,1,64
25,Chris Godwin (TB),16,59,842,14.3,597,10.1,0,0,245,4.2,54,0.9,2,95,15.30%,62,3,10,45,10,2,1,0,48
26,Alshon Jeffery (FA),13,65,843,13,571,8.8,0,0,272,4.2,112,1.7,3,92,15.50%,68,3,8,39,9,5,2,2,52
27,Corey Davis (FA),16,65,891,13.7,624,9.6,0,0,267,4.1,119,1.8,5,112,26.40%,73,6,7,40,15,2,2,1,51
28,Larry Fitzgerald (FA),16,69,734,10.6,529,7.7,0,0,205,3,74,1.1,3,112,23.70%,73,2,8,33,8,2,0,0,37
29,Sterling Shepard (TB),16,66,872,13.2,563,8.5,0,0,309,4.7,53,0.8,1,107,18.60%,72,5,7,34,12,5,3,3,58
30,Mohamed Sanu Sr. (FA),16,66,838,12.7,437,6.6,0,0,401,6.1,115,1.7,4,94,15.60%,71,3,2,39,7,7,2,0,44
31,Adam Humphries (FA),16,76,816,10.7,393,5.2,0,0,423,5.6,64,0.8,7,105,17.00%,82,5,6,33,7,3,1,1,51
32,DeSean Jackson (FA),12,41,774,18.9,593,14.5,0,0,181,4.4,35,0.9,1,74,12.00%,44,2,1,26,13,7,5,3,75
33,Zay Jones (ARI),16,56,652,11.6,510,9.1,0,0,142,2.5,44,0.8,1,102,21.30%,61,3,11,29,7,3,1,1,57
34,Golden Tate (FA),15,74,795,10.7,368,5,0,0,427,5.8,178,2.4,15,113,20.10%,82,7,4,26,9,5,2,1,67
35,Dede Westbrook (FA),16,66,717,10.9,355,5.4,0,0,362,5.5,132,2,5,101,19.30%,73,6,7,26,15,3,1,1,61
36,Robbie Chosen (SF),14,50,752,15,567,11.3,0,0,185,3.7,33,0.7,1,94,18.60%,53,2,9,30,10,5,2,1,76
37,A.J. Green (FA),9,46,694,15.1,531,11.5,0,0,163,3.5,65,1.4,1,77,14.60%,52,5,8,31,12,6,0,0,38
38,DJ Moore (CHI),16,55,788,14.3,367,6.7,0,0,421,7.7,218,4,9,82,15.10%,60,3,2,31,9,5,3,2,82
39,John Brown (FA),16,42,715,17,559,13.3,0,0,156,3.7,46,1.1,1,97,18.00%,48,6,5,26,11,5,4,2,71
40,Nelson Agholor (BAL),16,64,736,11.5,386,6,0,0,350,5.5,76,1.2,3,97,16.40%,68,3,7,23,10,8,5,4,83
41,Allen Robinson II (NYG),13,55,754,13.7,538,9.8,0,0,216,3.9,139,2.5,5,94,18.70%,59,3,4,30,11,7,1,0,43
42,Curtis Samuel (BUF),13,39,494,12.7,383,9.8,0,0,111,2.8,36,0.9,4,65,11.90%,42,2,8,21,6,3,1,1,53
43,Demaryius Thomas (FA),15,59,677,11.5,400,6.8,0,0,277,4.7,97,1.6,2,89,15.80%,66,6,6,32,9,4,2,0,45
44,Josh Gordon (FA),12,41,737,18,473,11.5,0,0,264,6.4,191,4.7,6,71,12.70%,45,4,3,32,12,4,3,2,55
45,Kenny Stills (FA),15,37,553,14.9,422,11.4,0,0,131,3.5,60,1.6,1,64,14.70%,40,3,3,24,7,4,2,1,75
46,Tyrell Williams (FA),16,41,653,15.9,458,11.2,0,0,195,4.8,53,1.3,0,65,12.80%,43,2,3,24,11,5,4,1,75
47,Cooper Kupp (LAR),8,40,566,14.2,263,6.6,0,0,303,7.6,68,1.7,2,55,10.10%,41,1,5,24,9,3,3,2,70
48,Courtland Sutton (DEN),16,42,704,16.8,541,12.9,0,0,163,3.9,82,2,5,84,14.90%,55,7,5,28,16,6,3,0,42
49,Jordy Nelson (FA),15,63,739,11.7,498,7.9,0,0,241,3.8,61,1,2,88,16.60%,67,3,3,28,7,3,3,2,66
50,Doug Baldwin (FA),13,50,618,12.4,462,9.2,0,0,156,3.1,77,1.5,4,73,18.30%,54,3,6,26,9,3,2,0,42
51,Antonio Callaway (FA),16,43,586,13.6,350,8.1,0,0,236,5.5,85,2,3,79,14.20%,49,6,5,20,8,5,3,2,71
52,Anthony Miller (FA),15,33,423,12.8,253,7.7,0,0,170,5.2,48,1.5,1,54,10.70%,38,4,6,17,6,2,2,1,55
53,Cole Beasley (FA),16,65,672,10.3,459,7.1,0,0,213,3.3,46,0.7,2,87,16.80%,66,1,4,31,3,1,0,0,32
54,Taylor Gabriel (FA),16,67,688,10.3,462,6.9,0,0,226,3.4,51,0.8,2,93,18.50%,67,0,4,24,7,6,3,1,54
55,Donte Moncrief (FA),16,48,668,13.9,416,8.7,0,0,252,5.3,72,1.5,3,89,17.00%,52,4,4,27,7,2,2,2,80
56,Marvin Jones Jr. (FA),9,35,508,14.5,407,11.6,0,0,101,2.9,42,1.2,2,62,11.10%,37,3,4,23,5,4,0,0,39
57,Christian Kirk (JAC),12,43,590,13.7,365,8.5,0,0,225,5.2,88,2,1,68,14.40%,47,4,2,17,8,6,2,2,75
58,Rashard Higgins (FA),13,39,572,14.7,426,10.9,0,0,146,3.7,57,1.5,1,53,9.50%,42,3,3,24,11,3,1,0,40
59,Devin Funchess (FA),14,44,549,12.5,473,10.8,0,0,76,1.7,14,0.3,2,79,14.50%,51,7,9,31,8,0,0,0,27
60,Michael Crabtree (FA),16,54,607,11.2,478,8.9,0,0,129,2.4,47,0.9,1,100,18.60%,64,9,5,30,6,0,0,0,27
61,Dante Pettis (CHI),12,27,467,17.3,262,9.7,0,0,205,7.6,80,3,4,45,8.70%,29,2,4,17,9,5,1,1,75
62,Sammy Watkins (FA),10,40,519,13,281,7,0,0,238,6,83,2.1,2,55,9.80%,41,1,6,22,7,3,2,1,50
63,David Moore (CAR),16,26,445,17.1,352,13.5,0,0,93,3.6,33,1.3,0,53,13.30%,29,3,6,14,8,5,2,1,54
64,William Fuller V (FA),7,32,503,15.7,337,10.5,0,0,166,5.2,26,0.8,2,45,9.10%,32,0,2,20,7,4,1,1,73
65,Marquez Valdes-Scantling (BUF),16,38,581,15.3,372,9.8,0,0,209,5.5,42,1.1,0,73,11.90%,42,4,5,22,8,6,4,2,60
66,Tre'Quan Smith (DET),15,28,427,15.3,311,11.1,0,0,116,4.1,18,0.6,2,44,8.60%,31,3,9,15,6,3,1,1,62
67,Kendrick Bourne (NE),16,42,487,11.6,340,8.1,0,0,147,3.5,47,1.1,4,67,13.00%,47,5,9,25,6,1,0,0,33
68,Willie Snead IV (MIA),16,62,651,10.5,369,6,0,0,282,4.5,95,1.5,9,95,17.60%,67,5,3,30,5,0,0,0,28
69,Robert Foster (FA),13,27,541,20,374,13.9,0,0,167,6.2,33,1.2,0,44,9.20%,30,3,4,19,9,6,4,1,75
70,Chris Hogan (FA),16,35,532,15.2,339,9.7,0,0,193,5.5,30,0.9,1,55,9.90%,36,1,3,18,11,2,2,1,63
71,Josh Reynolds (DEN),16,29,402,13.9,273,9.4,0,0,129,4.4,30,1,1,53,9.70%,31,2,7,19,6,1,0,0,33
72,Albert Wilson (FA),7,26,391,15,56,2.2,0,0,335,12.9,250,9.6,3,35,8.00%,28,1,0,9,7,3,3,2,75
73,Danny Amendola (FA),15,59,575,9.7,346,5.9,0,0,229,3.9,43,0.7,1,79,18.20%,61,2,1,22,4,1,0,0,39
74,Josh Doctson (FA),15,44,532,12.1,400,9.1,0,0,132,3,36,0.8,2,78,16.00%,47,3,3,27,7,3,0,0,32
75,Michael Gallup (FA),16,33,507,15.4,334,10.1,0,0,173,5.2,38,1.2,0,68,13.20%,39,5,6,22,10,4,2,0,49
76,Marquise Goodwin (FA),11,23,395,17.2,269,11.7,0,0,126,5.5,15,0.7,1,44,8.50%,26,3,2,16,5,3,2,2,67
77,Chester Rogers (FA),16,53,485,9.2,227,4.3,0,0,258,4.9,48,0.9,1,72,11.40%,58,5,2,20,5,1,0,0,34
78,John Ross (PHI),13,21,210,10,151,7.2,0,0,59,2.8,22,1,1,58,11.00%,28,7,5,7,3,2,0,0,39
79,Seth Roberts (FA),15,45,494,11,283,6.3,0,0,211,4.7,65,1.4,2,64,12.10%,48,4,1,19,7,3,1,0,44
80,Chris Conley (SF),16,32,334,10.4,194,6.1,0,0,140,4.4,45,1.4,2,52,9.20%,37,4,5,14,4,0,0,0,27
81,Jarius Wright (FA),16,43,447,10.4,249,5.8,0,0,198,4.6,61,1.4,5,59,10.80%,46,3,4,16,8,1,0,0,33
82,Jamison Crowder (WAS),9,29,388,13.4,177,6.1,0,0,211,7.3,86,3,0,49,10.00%,34,4,3,15,4,3,1,1,79
83,Aldrick Robinson (FA),14,17,231,13.6,189,11.1,0,0,42,2.5,3,0.2,0,35,5.90%,19,2,4,11,2,2,1,0,40
84,Demarcus Robinson (LAR),16,22,288,13.1,172,7.8,0,0,116,5.3,13,0.6,0,33,5.90%,22,0,3,7,3,2,1,1,89
85,Keelan Cole Sr. (FA),16,38,491,12.9,355,9.3,0,0,136,3.6,27,0.7,1,70,13.40%,45,7,5,22,7,3,0,0,35
86,Taywan Taylor (FA),13,37,466,12.6,305,8.2,0,0,161,4.4,58,1.6,4,56,13.20%,40,3,4,17,3,3,2,1,55
87,Phillip Dorsett II (DEN),16,32,290,9.1,190,5.9,0,0,100,3.1,28,0.9,2,42,7.60%,34,1,7,13,1,0,0,0,20
88,Quincy Enunwa (FA),11,38,449,11.8,177,4.7,0,0,272,7.2,125,3.3,5,68,13.50%,43,4,2,18,6,2,2,0,42
89,Dontrelle Inman (FA),9,28,304,10.9,246,8.8,0,0,58,2.1,14,0.5,1,39,6.20%,29,1,5,11,4,0,0,0,29
90,Randall Cobb (FA),9,38,383,10.1,150,3.9,0,0,233,6.1,32,0.8,3,61,9.90%,42,4,1,10,4,1,1,1,75
91,Jaron Brown (FA),16,14,166,11.9,120,8.6,0,0,46,3.3,10,0.7,0,19,4.80%,14,0,5,6,1,1,1,0,45
92,Breshad Perriman (FA),10,16,340,21.3,265,16.6,0,0,75,4.7,34,2.1,0,25,4.50%,16,0,1,12,4,3,2,2,66
93,Tajae Sharpe (FA),16,26,316,12.2,242,9.3,0,0,74,2.8,22,0.8,0,47,11.10%,28,1,6,18,2,0,0,0,28
94,Kelvin Benjamin (FA),15,25,380,15.2,316,12.6,0,0,64,2.6,16,0.6,0,67,14.00%,27,2,4,16,5,5,1,0,40
95,Jermaine Kearse (FA),14,37,371,10,246,6.6,0,0,125,3.4,50,1.4,1,76,15.00%,40,3,3,15,3,0,0,0,29
96,Geronimo Allison (FA),5,20,303,15.2,197,9.9,0,0,106,5.3,30,1.5,1,30,4.90%,23,3,0,11,4,2,1,1,64
97,Jordan Matthews (CAR),14,20,300,15,217,10.9,0,0,83,4.2,24,1.2,2,28,4.70%,21,1,2,14,3,3,1,1,56
98,Allen Hurns (FA),16,20,295,14.8,217,10.9,0,0,78,3.9,39,2,0,35,6.80%,22,2,5,10,6,2,1,0,49
99,Zach Pascal (ARI),16,27,268,9.9,187,6.9,0,0,81,3,16,0.6,1,46,7.30%,33,4,1,13,1,0,0,0,28
100,Ryan Grant (FA),14,35,334,9.5,241,6.9,0,0,93,2.7,32,0.9,3,52,8.20%,39,4,1,14,3,0,0,0,23
101,Jakeem Grant Sr. (ATL),10,21,268,12.8,128,6.1,0,0,140,6.7,43,2,1,34,7.80%,22,1,1,11,2,1,1,1,52
102,Paul Richardson Jr. (FA),7,20,262,13.1,216,10.8,0,0,46,2.3,9,0.5,1,35,7.20%,21,0,0,8,5,2,1,0,46
103,Tim Patrick (DEN),16,23,315,13.7,203,8.8,0,0,112,4.9,28,1.2,2,41,7.30%,28,4,1,16,6,0,0,0,26
104,Terrelle Pryor Sr. (FA),8,16,252,15.8,190,11.9,0,0,62,3.9,12,0.8,0,30,5.90%,17,1,2,11,5,1,1,0,44
105,DeVante Parker (FA),11,24,309,12.9,215,9,0,0,94,3.9,37,1.5,2,47,10.80%,26,2,1,11,3,3,1,0,46
106,DaeSean Hamilton (FA),14,30,243,8.1,181,6,0,0,62,2.1,10,0.3,1,46,8.20%,32,1,2,10,1,0,0,0,24
107,Laquon Treadwell (IND),15,35,302,8.6,182,5.2,0,0,120,3.4,56,1.6,2,53,9.00%,41,5,2,11,1,0,0,0,22
108,Ted Ginn Jr. (FA),5,17,209,12.3,161,9.5,0,0,48,2.8,10,0.6,1,30,5.90%,19,2,2,8,3,1,1,0,42
109,Keke Coutee (FA),6,28,287,10.3,77,2.8,0,0,210,7.5,34,1.2,1,41,8.30%,31,3,1,14,2,1,1,0,40
110,Pierre Garcon (FA),8,24,286,11.9,188,7.8,0,0,98,4.1,18,0.8,2,46,8.90%,27,3,2,13,5,0,0,0,25
111,Isaiah McKenzie (NYG),8,18,179,9.9,103,5.7,0,0,76,4.2,42,2.3,3,30,5.30%,19,1,0,8,1,0,0,0,23
112,Ryan Switzer (FA),16,36,253,7,116,3.2,0,0,137,3.8,20,0.6,0,44,6.50%,38,2,5,11,1,0,0,0,24
113,Equanimeous St. Brown (NO),12,21,328,15.6,208,9.9,0,0,120,5.7,41,2,0,36,5.90%,23,2,0,13,5,2,1,1,54
114,Torrey Smith (FA),11,17,190,11.2,142,8.4,0,0,48,2.8,36,2.1,2,31,5.70%,19,1,0,7,2,1,0,0,35
115,Keith Kirkwood (BAL),8,13,209,16.1,160,12.3,0,0,49,3.8,25,1.9,1,21,4.10%,15,2,1,9,4,2,1,0,42
116,Tavon Austin (FA),7,8,140,17.5,103,12.9,0,0,37,4.6,0,0,0,13,2.50%,10,2,1,4,2,2,2,1,64
117,Maurice Harris (FA),12,28,304,10.9,204,7.3,0,0,100,3.6,13,0.5,0,47,9.60%,29,1,2,12,3,2,1,0,42
118,T.J. Jones (FA),15,19,190,10,154,8.1,0,0,36,1.9,14,0.7,1,27,4.80%,19,0,2,8,3,0,0,0,26
119,Russell Shepard (FA),12,10,188,18.8,172,17.2,0,0,16,1.6,0,0,0,19,3.30%,11,1,1,6,4,2,2,0,49
120,Trent Taylor (SF),14,26,215,8.3,114,4.4,0,0,101,3.9,18,0.7,1,40,7.80%,29,2,1,9,1,0,0,0,23
121,Travis Benjamin (FA),12,12,186,15.5,124,10.3,0,0,62,5.2,14,1.2,0,24,4.70%,15,3,1,8,4,2,1,0,46
122,Bruce Ellington (FA),7,31,224,7.2,116,3.7,0,0,108,3.5,14,0.5,1,42,8.50%,35,4,1,11,2,0,0,0,23
123,James Washington (ATL),14,16,217,13.6,164,10.3,0,0,53,3.3,34,2.1,1,38,5.60%,18,2,2,8,3,2,1,0,47
124,Chris Moore (ARI),16,19,196,10.3,131,6.9,0,0,65,3.4,18,0.9,0,25,4.60%,19,0,1,8,3,1,0,0,30
125,Trent Sherfield Sr. (MIN),13,19,210,11.1,172,9.1,0,0,38,2,12,0.6,0,28,5.90%,22,1,0,10,1,0,0,0,21
126,Martavis Bryant (FA),8,19,266,14,135,7.1,0,0,131,6.9,45,2.4,4,27,5.10%,21,2,2,10,6,1,1,0,47
127,Bennie Fowler III (FA),10,16,199,12.4,123,7.7,0,0,76,4.8,27,1.7,3,27,4.70%,18,2,1,11,3,0,0,0,26
128,Brandon LaFell (FA),6,12,135,11.3,82,6.8,0,0,53,4.4,6,0.5,0,16,3.00%,12,0,1,8,1,0,0,0,24
129,Justin Hardy (FA),16,14,133,9.5,62,4.4,0,0,71,5.1,4,0.3,1,22,3.60%,15,1,2,4,0,0,0,0,19
130,Cody Latimer (FA),6,11,190,17.3,167,15.2,0,0,23,2.1,8,0.7,0,16,2.80%,11,0,0,7,4,3,0,0,39
131,Chad Williams (FA),10,17,171,10.1,155,9.1,0,0,16,0.9,0,0,0,46,9.70%,20,3,0,7,1,0,0,0,22
132,Cody Core (FA),14,13,160,12.3,124,9.5,0,0,36,2.8,16,1.2,1,28,5.30%,15,2,1,6,2,1,0,0,30
133,Austin Carr (FA),14,9,97,10.8,75,8.3,0,0,22,2.4,4,0.4,0,14,2.70%,9,0,2,5,1,0,0,0,25
134,Marcell Ateman (FA),7,15,154,10.3,123,8.2,0,0,31,2.1,4,0.3,0,31,5.80%,18,2,0,5,2,1,0,0,32
135,Marvin Hall (FA),16,10,149,14.9,92,9.2,0,0,57,5.7,6,0.6,0,19,3.10%,12,0,0,5,2,2,1,0,47
136,DeAndre Carter (CHI),14,22,216,9.8,66,3,0,0,150,6.8,27,1.2,1,25,4.20%,22,0,0,9,2,1,1,1,50
137,Josh Bellamy (FA),16,14,117,8.4,71,5.1,0,0,46,3.3,12,0.9,1,25,5.00%,15,1,0,4,1,0,0,0,20
138,Brandon Marshall (FA),7,11,136,12.4,113,10.3,0,0,23,2.1,16,1.5,0,23,5.80%,15,3,1,7,2,0,0,0,27
139,Michael Floyd (FA),13,10,100,10,71,7.1,0,0,29,2.9,12,1.2,1,24,4.90%,14,4,2,3,1,0,0,0,20
140,Richie James Jr. (FA),13,9,130,14.4,29,3.2,0,0,101,11.2,11,1.2,3,14,2.70%,11,2,1,3,2,1,1,1,53
141,Alex Erickson (FA),16,20,167,8.4,92,4.6,0,0,75,3.8,18,0.9,0,29,5.50%,21,1,1,8,1,0,0,0,28
142,Leonte Carroo (FA),9,2,94,47,58,29,0,0,36,18,1,0.5,0,4,0.90%,2,0,0,2,2,1,1,1,74
143,Jake Kumerow (FA),5,8,103,12.9,80,10,0,0,23,2.9,1,0.1,0,11,1.80%,8,0,0,3,1,1,1,0,49
144,Andre Holmes (FA),15,13,162,12.5,112,8.6,0,0,50,3.8,29,2.2,1,24,5.00%,15,2,0,7,5,0,0,0,24
145,Deonte Thompson (FA),13,17,161,9.5,123,7.2,0,0,38,2.2,11,0.6,1,30,5.80%,19,2,0,10,0,0,0,0,15
146,Marcus Johnson (FA),5,6,102,17,74,12.3,0,0,28,4.7,8,1.3,0,8,1.30%,7,1,0,4,1,1,0,0,34
147,Cameron Meredith (FA),6,9,114,12.7,76,8.4,0,0,38,4.2,5,0.6,0,10,2.00%,9,0,1,5,2,1,1,0,46
148,DJ Chark Jr. (LAC),11,14,174,12.4,129,9.2,0,0,45,3.2,14,1,0,32,6.10%,16,2,2,7,2,2,0,0,38
149,Vyncint Smith (FA),7,5,91,18.2,85,17,0,0,6,1.2,0,0,0,10,2.00%,6,1,1,4,2,1,0,0,35
150,Damion Ratley (FA),13,13,144,11.1,93,7.2,0,0,51,3.9,14,1.1,0,20,3.60%,15,2,1,4,3,0,0,0,27
151,Deontay Burnett (DAL),5,10,143,14.3,118,11.8,0,0,25,2.5,6,0.6,1,15,3.00%,11,1,1,7,3,0,0,0,29
152,Andy Jones (FA),8,11,80,7.3,54,4.9,0,0,26,2.4,11,1,2,24,4.30%,13,1,1,2,0,0,0,0,15
153,Andre Roberts (FA),16,10,79,7.9,62,6.2,0,0,17,1.7,7,0.7,1,18,3.60%,12,2,3,5,1,0,0,0,20
154,Trey Quinn (FA),3,9,75,8.3,58,6.4,0,0,17,1.9,1,0.1,0,10,2.00%,9,0,1,5,0,0,0,0,15
155,Brandon Powell (MIN),6,11,129,11.7,14,1.3,0,0,115,10.5,27,2.5,1,17,3.00%,11,0,0,5,1,1,1,0,41
156,Brice Butler (FA),8,6,60,10,59,9.8,0,0,1,0.2,-1,-0.2,0,10,1.90%,6,0,0,3,1,0,0,0,23
157,Darius Jennings (FA),16,11,101,9.2,64,5.8,0,0,37,3.4,8,0.7,0,15,3.50%,12,1,0,2,1,1,0,0,36
158,Tommylee Lewis (FA),7,3,60,20,59,19.7,0,0,1,0.3,0,0,0,3,0.60%,3,0,0,3,2,0,0,0,28
159,Eli Rogers (FA),3,12,79,6.6,39,3.3,0,0,40,3.3,12,1,1,14,2.10%,12,0,0,2,0,0,0,0,17
160,De'Anthony Thomas (FA),5,3,29,9.7,-1,-0.3,0,0,30,10,6,2,0,5,0.90%,3,0,1,2,0,0,0,0,15
161,Kevin White (FA),9,4,92,23,86,21.5,0,0,6,1.5,0,0,0,8,1.60%,4,0,0,3,2,1,1,1,54
162,Cameron Batson (FA),11,8,82,10.3,28,3.5,0,0,54,6.8,6,0.8,0,11,2.60%,8,0,0,4,1,0,0,0,26
163,Corey Coleman (FA),8,5,71,14.2,63,12.6,0,0,8,1.6,4,0.8,0,8,1.40%,6,1,0,3,1,1,0,0,30
164,J.J. Nelson (FA),14,7,64,9.1,40,5.7,0,0,24,3.4,5,0.7,0,19,4.00%,7,0,0,3,0,0,0,0,17
165,Russell Gage (BAL),15,6,63,10.5,44,7.3,0,0,19,3.2,6,1,0,10,1.70%,8,2,0,2,1,0,0,0,22
166,Derrick Willies (FA),5,3,61,20.3,29,9.7,0,0,32,10.7,32,10.7,0,5,0.90%,3,0,0,2,1,1,0,0,39
167,Noah Brown (HOU),8,5,54,10.8,34,6.8,0,0,20,4,8,1.6,0,8,1.50%,5,0,2,2,1,0,0,0,22
168,Kamar Aiken (FA),5,6,53,8.8,42,7,0,0,11,1.8,4,0.7,0,7,1.20%,6,0,0,3,0,0,0,0,18
169,Dwayne Harris (FA),15,6,40,6.7,-7,-1.2,0,0,47,7.8,20,3.3,1,6,1.10%,6,0,1,1,0,0,0,0,13
170,Bobo Wilson (FA),5,4,52,13,32,8,0,0,20,5,0,0,0,5,0.80%,4,0,0,2,1,0,0,0,25
171,Rashad Greene (FA),8,6,60,10,45,7.5,0,0,15,2.5,7,1.2,0,8,1.50%,7,1,0,4,0,0,0,0,12
172,Jawill Davis (FA),7,4,40,10,36,9,0,0,4,1,2,0.5,0,8,1.40%,4,0,0,2,1,0,0,0,22
173,Chad Beebe (FA),3,4,39,9.8,27,6.8,0,0,12,3,0,0,0,4,0.70%,4,0,0,2,0,0,0,0,18
174,Jalen Tolliver (FA),3,3,37,12.3,23,7.7,0,0,14,4.7,7,2.3,0,6,1.30%,3,0,0,3,0,0,0,0,15
175,Auden Tate (FA),7,4,35,8.8,33,8.3,0,0,2,0.5,1,0.3,0,12,2.30%,5,1,2,2,0,0,0,0,15
176,Javon Wims (FA),4,4,32,8,30,7.5,0,0,2,0.5,2,0.5,0,5,1.00%,4,0,0,1,0,0,0,0,16
177,Rishard Matthews (FA),8,5,24,4.8,19,3.8,0,0,5,1,1,0.2,0,9,2.10%,7,1,0,0,0,0,0,0,7
178,Justin Hunter (FA),5,3,21,7,19,6.3,0,0,2,0.7,1,0.3,0,13,1.90%,3,0,0,1,0,0,0,0,12
179,Ray-Ray McCloud III (ATL),10,5,36,7.2,8,1.6,0,0,28,5.6,8,1.6,0,6,1.30%,5,0,0,1,0,0,0,0,16
180,Brian Quick (FA),6,3,18,6,17,5.7,0,0,1,0.3,0,0,0,3,0.60%,3,0,0,0,0,0,0,0,6
181,Josh Malone (FA),9,1,12,12,12,12,0,0,0,0,0,0,0,5,0.90%,1,0,0,1,0,0,0,0,12
182,Victor Bolden Jr. (FA),6,1,10,10,9,9,0,0,1,1,0,0,0,4,0.80%,1,0,1,1,0,0,0,0,10
183,Jeremy Kerley (FA),1,2,7,3.5,-8,-4,0,0,15,7.5,2,1,0,4,0.80%,3,1,0,0,0,0,0,0,4
